27707 3 мальное      .  (1969)  (1960)  (2007)  (2002)  (1992)       .
27707 4              .  (1978)  (2011)       .       .       .       .
27823 1 среднее    .     11.32    5.13    4.40    4.69   10.60     .  
27823 2 макси-       .      21      16      23      24      26       .
27823 3 мальное      .  (1978)  (2006)  (2007)  (2002)  (2008)       .
27823 4              .  (1996)       .       .       .       .       .
27857 1 среднее    .     10.87    4.65    4.67    4.70   11.70     .  
27857 2 макси-       .      20      15      24      22      26       .
27857 3 мальное      .  (1926)  (1982)  (2007)  (2002)  (2008)       .
27857 4              .  (1978)       .       .       .       .       .
27995 1 среднее    .     12.19    4.39    3.30    3.43   11.02     .  
27995 2 макси-       .      23      15      23      23      26       .
27995 3 мальное      .  (1979)  (1973)  (2007)  (2002)  (1990)       .
27995 4              .  (2008)  (1982)       .       .  (2002)       .
28009 1 среднее   3.19    0.79    0.32    0.22    0.08    0.89    3.32
28009 2 макси-       5       4       3       3       1       4       4
28009 3 мальное (1959)  (1969)  (1959)  (1995)  (1961)  (1990)  (1961)
28009 4         (1961)  (1983)  (1973)  (2007)  (1983)  (2000)  (1962)
28064 1 среднее   6.90    1.21    0.32    0.21    0.01    1.38    4.38
28064 2 макси-      11       9       5       3       1       6       6
28064 3 мальное (1937)  (2008)  (2003)  (2007)  (1989)  (1998)  (1938)
28064 4         (1955)       .       .       .       .       .  (1940)
28138 1 среднее   9.44    0.91    0.15    0.06    0.04    1.49    9.60
28138 2 макси-      18       8       2       1       3       9      13
28138 3 мальное (1981)  (2008)  (1981)  (1964)  (1981)  (1989)  (1926)
28138 4              .       .  (1982)  (1971)       .       .  (1935)
28224 1 среднее   3.97    0.89    0.29    0.28    0.03    0.94    4.00
28224 2 макси-       6       5       3       3       1       5       5
28224 3 мальное (1893)  (1938)  (1947)  (1976)  (1938)  (1973)  (1917)
28224 4         (1923)  (1969)  (1973)  (1981)  (1983)  (1990)  (1918)
28255 1 среднее   3.86    0.80    0.25    0.28    0.04    1.01    4.08
28255 2 макси-       6       5       4       3       1       5       5
28255 3 мальное (1937)  (1938)  (1951)  (1937)  (1938)  (1990)  (1937)
28255 4         (1938)  (1969)       .  (1976)  (1961)  (1995)  (1938)
28275 1 среднее   7.11    1.40    0.20    0.23    0.18    1.57    7.90
28275 2 макси-      11      10       3       4       4       8      10
28275 3 мальное (1923)  (2008)  (1936)  (1995)  (2002)  (2000)  (1901)
28275 4         (1934)       .       .       .       .  (2008)  (1908)
28418 1 среднее    .     12.53    3.44    0.21    0.06    0.42    2.35
28418 2 макси-       .      28      15       2       2       3       3
28418 3 мальное      .  (2013)  (2006)  (1937)  (1966)  (1990)  (1924)
28418 4              .       .       .  (1965)       .  (1995)  (1927)
28434 1 среднее   3.41    0.78    0.28    0.38    0.09    1.01    4.10
28434 2 макси-       5       4       3       4       2       5       5
28434 3 мальное (1937)  (1969)  (1947)  (1981)  (1983)  (2004)  (1938)
28434 4         (1938)  (1971)       .       .       .  (2008)  (1940)
28493 1 среднее   7.78    1.58    0.28    0.14    0.15    0.83    5.77
28493 2 макси-      11       9       5       2       2       6       8
28493 3 мальное (1957)  (2008)  (1998)  (1958)  (1954)  (1990)  (1938)
28493 4         (1958)       .       .  (1971)  (1960)       .  (1940)
28552 1 среднее   3.03    0.62    0.25    0.23     .      0.41    2.44
28552 2 макси-       4       3       3       3       .       3       3
28552 3 мальное (1937)  (1951)  (1939)  (1976)       .  (1943)  (1937)
28552 4         (1938)  (1962)  (1947)  (1995)       .  (1990)  (1938)
28573 1 среднее   4.26    0.95    0.17    0.11    0.09    0.47    4.31
28573 2 макси-       6       5       2       2       2       4       6
28573 3 мальное (1937)  (1969)  (1939)  (1995)  (1999)  (1990)  (1937)
28573 4         (1938)  (1982)  (1947)       .       .  (1995)  (1938)
28666 1 среднее   3.57    0.73    0.12    0.11    0.07    0.38    4.32
28666 2 макси-       5       4       3       2       1       5       6
28666 3 мальное (1937)  (2008)  (1939)  (1995)  (1966)  (2008)  (1938)
28666 4         (1938)  (2009)       .       .  (1969)       .  (1940)
28698 1 среднее   3.64    0.62    0.14    0.16    0.16    0.42    4.81
28698 2 макси-       5       4       3       2       2       4       7
28698 3 мальное (1925)  (1938)  (1947)  (1932)  (1954)  (1990)  (1932)
28698 4         (1926)  (1969)       .  (1948)  (1993)  (2002)  (1933)
28704 1 среднее    .     14.22    5.23    2.96    2.99   13.19     .  
28704 2 макси-       .      29      17      19      22      30       .
28704 3 мальное      .  (2013)  (2006)  (2007)  (2002)  (2002)       .
28722 1 среднее   0.70     .      0.10    0.19    0.01    0.28    1.64
28722 2 макси-       1       .       1       2       1       2       2
28722 3 мальное (1917)       .  (1931)  (1932)  (2003)  (1965)  (1914)
28722 4         (1918)       .  (1932)  (1958)       .  (1973)  (1917)
28748 1 среднее   0.74     .      0.08    0.09     .      0.14    1.59
28748 2 макси-       1       .       1       2       .       2       2
28748 3 мальное (1936)       .  (1947)  (1958)       .  (1990)  (1937)
28748 4         (1937)       .  (1957)       .       .  (2005)  (1938)
29111 1 среднее   8.33    1.31    0.17    0.22    0.19    2.33   10.44
29111 2 макси-      14      11       2       3       3      12      14
29111 3 мальное (1932)  (2008)  (1947)  (1948)  (1990)  (1989)  (1922)
29111 4         (1980)       .  (1975)  (1995)       .  (2002)  (1929)
29231 1 среднее   8.78    1.44    0.24    0.26    0.31    1.99   10.47
29231 2 макси-      14      10       4       4       6      13      14
29231 3 мальное (1947)  (2008)  (1975)  (1948)  (2002)  (2002)  (1938)
29231 4         (1980)       .  (1998)       .       .       .  (1944)
29263 1 среднее   9.01    1.46    0.28    0.17    0.30    2.34   11.28
29263 2 макси-      15       8       4       4       3      13      15
29263 3 мальное (1890)  (2008)  (1975)  (1975)  (1995)  (1990)  (1938)
29263 4         (1931)       .       .       .       .       .  (1940)
29282 1 среднее   8.52    1.24    0.36    0.21    0.20    1.80    9.96
29282 2 макси-      14       9       9       4       3      12      13
29282 3 мальное (1931)  (2008)  (1939)  (1948)  (2002)  (1990)  (1938)
29282 4         (1947)       .       .  (1995)       .       .  (1944)
29313 1 среднее   7.24    1.00    0.22    0.13    0.18    1.85    8.49
29313 2 макси-      11       7       4       2       3       9      11
29313 3 мальное (1932)  (2008)  (1975)  (1948)  (1946)  (1989)  (1932)
29313 4         (1934)       .  (1998)  (1984)       .  (2002)  (1937)
29328 1 среднее   8.09    1.42    0.32    0.19    0.24    1.69    8.44
29328 2 макси-      12       8       4       3       3      10      11
29328 3 мальное (1947)  (2008)  (1975)  (1975)  (2004)  (2002)  (1937)
29328 4         (1980)       .       .       .       .       .  (1938)
29379 1 среднее   7.19    1.62    0.35    0.35    0.58    3.08    9.92
29379 2 макси-      10       7       2       3       3      11      12
29379 3 мальное (1988)  (2008)  (1995)  (1995)  (1993)  (2002)  (1989)
29379 4         (2011)       .  (1998)  (2002)  (1995)       .  (1995)
29570 1 среднее   6.29    1.43    0.34    0.32    0.31    1.49    5.36
29570 2 макси-       9       7       6       4       4       7       7
29570 3 мальное (1927)  (2008)  (1975)  (1927)  (2007)  (1990)  (1926)
29570 4         (1931)       .       .  (1948)       .  (2008)  (1929)
29594 1 среднее   7.35    1.60    0.52    0.38    0.41    1.98    6.99
29594 2 макси-      11       8      11       5       4       9       9
29594 3 мальное (1945)  (2008)  (1939)  (1948)  (1993)  (1998)  (1929)
29594 4         (1947)       .       .       .       .  (2008)  (1938)
29612 1 среднее   5.89    0.88    0.21    0.19    0.17    0.51    6.64
29612 2 макси-       8       5       4       2       2       6      10
29612 3 мальное (1926)  (1942)  (1975)  (1932)  (1944)  (2002)  (1932)
29612 4         (1932)  (1994)       .  (1948)  (1966)       .  (1938)
29645 1 среднее   5.07    1.24    0.35    0.29    0.22    1.02    4.64
29645 2 макси-       7       4       4       5       2       6       6
29645 3 мальное (1956)  (1958)  (1995)  (2002)  (1966)  (2008)  (1956)
29645 4         (1958)  (1980)       .       .  (1981)       .  (1959)
29752 1 среднее  11.31    2.83    0.91    0.59    1.36    5.51   14.79
29752 2 макси-      20      10       6       7       7      16      26
29752 3 мальное (1997)  (1973)  (1967)  (2004)  (1999)  (1988)  (1997)
29752 4              .  (1995)       .       .       .       .  (2007)
29789 1 среднее  17.54    5.34    1.07    0.77    2.62    8.04   16.15
29789 2 макси-      22      16       8       7      12      18      20
29789 3 мальное (1949)  (1983)  (1939)  (2002)  (1946)  (1963)  (1946)
29789 4         (1951)       .       .       .       .  (1983)  (1956)
29866 1 среднее   4.93    0.88    0.20    0.17    0.10    0.49    1.68
29866 2 макси-       6       5       4       2       2       2       2
29866 3 мальное (1929)  (2008)  (1939)  (1932)  (2002)  (1935)  (1932)
29866 4         (1931)  (2009)       .  (1948)       .  (1948)  (1933)
29939 1 среднее   2.54    0.49    0.21    0.23    0.26    0.42    2.39
29939 2 макси-       3       2       3       3       2       3       3
29939 3 мальное (1937)  (1940)  (1995)  (1948)  (1936)  (1983)  (1937)
29939 4         (1938)  (1942)       .  (1966)  (1937)  (1987)  (1938)
30054 1 среднее  12.15    0.83    0.04    0.06    0.04    2.04   13.96
30054 2 макси-      21       9       1       2       1      16      20
30054 3 мальное (1963)  (2001)  (1958)  (1948)  (1946)  (1990)  (1944)
30054 4              .       .  (1979)       .  (1998)       .  (1946)
30089 1 среднее  14.71    0.67    0.01     .      0.04    2.10   16.65
30089 2 макси-      25       6       1       .       3      12      22
30089 3 мальное (1995)  (1999)  (1981)       .  (2002)  (1990)  (1946)
30089 4              .  (2000)       .       .       .       .  (1948)
30230 1 среднее  11.29    1.09    0.04    0.03    0.01    2.42   12.84
30230 2 макси-      19       8       1       1       1      16      17
30230 3 мальное (1947)  (2001)  (1958)  (1941)  (2007)  (1990)  (1938)
30230 4         (1971)       .  (1989)  (1995)       .       .  (1944)
30252 1 среднее  10.48    0.65    0.02    0.06    0.02    1.85   12.75
30252 2 макси-      20       8       1       2       1      11      17
30252 3 мальное (2011)  (2001)  (1973)  (1979)  (2002)  (2008)  (1982)
30252 4              .       .       .       .       .       .  (1991)
30309 1 среднее   9.14    1.31    0.17    0.07    0.14    2.26   11.58
30309 2 макси-      14      10       4       2       3       9      15
30309 3 мальное (1931)  (2008)  (1939)  (2002)  (1995)  (1998)  (1929)
30309 4         (1947)       .       .       .  (2002)  (2002)  (1938)
30372 1 среднее  15.12    0.71    0.04     .      0.03    1.68   15.84
30372 2 макси-      26       6       3       .       1      12      25
30372 3 мальное (1947)  (2001)  (1981)       .  (1960)  (1993)  (1948)
30372 4              .  (2007)       .       .  (2002)       .       .
30385 1 среднее  13.69    0.08     .       .       .      1.20   14.62
30385 2 макси-      24       5       .       .       .       9      21
30385 3 мальное (1995)  (2007)       .       .       .  (1990)  (1998)
30385 4              .       .       .       .       .       .  (2002)
30393 1 среднее   0.08     .       .       .       .      1.12   15.12
30393 2 макси-       2       .       .       .       .       9      26
30393 3 мальное (1968)       .       .       .       .  (1959)  (1975)
30433 1 среднее  10.45    1.46    0.06    0.01    0.01    1.15   14.05
30433 2 макси-      17       8       2       1       1       9      23
30433 3 мальное (1962)  (2001)  (1951)  (1995)  (1960)  (1959)  (1948)
30433 4         (1968)  (2004)       .       .       .       .       .
30521 1 среднее  15.49    0.87    0.07    0.03    0.04    2.96   13.56
30521 2 макси-      22       7       2       1       2      13      16
30521 3 мальное (1983)  (1977)  (1939)  (1948)  (2002)  (2008)  (1938)
30521 4         (2011)  (2001)  (1973)  (2002)       .       .  (1947)
30554 1 среднее  18.01    1.16    0.03    0.01    0.14    3.44   16.36
30554 2 макси-      26      10       1       1       2      13      22
30554 3 мальное (2011)  (2001)  (1973)  (1941)  (1960)  (2008)  (1938)
30554 4              .       .  (1981)       .  (1963)       .  (1948)
30612 1 среднее  10.56    0.62    0.04     .      0.03    0.60    9.38
30612 2 макси-      14       5       2       .       1       5      12
30612 3 мальное (1947)  (1964)  (2005)       .  (1981)  (2008)  (1938)
30612 4         (1956)  (2001)       .       .  (2007)       .  (1946)
30636 1 среднее  10.22    1.16    0.14    0.09    0.05    1.09    9.33
30636 2 макси-      15       7       3       3       2       7      12
30636 3 мальное (1983)  (1958)  (1939)  (2002)  (2009)  (2002)  (1929)
30636 4         (2008)       .       .       .       .       .  (1938)
30650 1 среднее  16.10    0.77     .       .      0.07    3.08   14.64
30650 2 макси-      22       9       .       .       2      13      19
30650 3 мальное (1947)  (2001)       .       .  (1998)  (1998)  (1938)
30650 4         (1968)       .       .       .  (2002)       .  (1948)
30673 1 среднее  15.07    0.42    0.03     .       .      2.35   13.52
30673 2 макси-      23       8       3       .       .      12      18
30673 3 мальное (1968)  (2001)  (1981)       .       .  (1990)  (1938)
30673 4              .       .       .       .       .       .  (1947)
30710 1 среднее   8.56    1.13    0.12    0.05    0.08    1.72    6.65
30710 2 макси-      11       7       3       2       3       8       8
30710 3 мальное (1887)  (2008)  (1962)  (1927)  (1995)  (1990)  (1887)
30710 4         (1890)       .       .       .       .  (1998)  (1892)
30758 1 среднее  13.35    0.91    0.03    0.01    0.06    1.86    9.31
30758 2 макси-      17       9       1       1       2      11      11
30758 3 мальное (1932)  (2001)  (1939)  (1974)  (2007)  (1998)  (1929)
30758 4         (1965)       .  (1973)       .       .  (2008)  (1938)
30777 1 среднее  11.96    0.38     .      0.01     .      0.62    7.42
30777 2 макси-      16       8       .       1       .       6       9
30777 3 мальное (1968)  (2001)       .  (1974)       .  (1990)  (1936)
30777 4         (2011)       .       .       .       .  (1998)  (1937)
30844 1 среднее  16.07    1.24    0.05     .      0.03    3.03   10.57
30844 2 макси-      21       9       1       .       1      12      13
30844 3 мальное (1968)  (1990)  (1939)       .  (1966)  (1943)  (1938)
30844 4         (1977)       .  (1963)       .  (2007)  (2008)  (1948)
30879 1 среднее  12.54    0.25     .       .       .      0.51    9.57
30879 2 макси-      17       4       .       .       .      10      12
30879 3 мальное (1968)  (2001)       .       .       .  (2008)  (1929)
30879 4         (1977)       .       .       .       .       .  (1936)
30925 1 среднее   8.40    0.60    0.03     .      0.01    0.74    4.31
30925 2 макси-      11       6       2       .       1       5       5
30925 3 мальное (1938)  (1964)  (1987)       .  (2007)  (1998)  (1897)
30925 4         (1954)       .       .       .       .  (2008)  (1931)
30935 1 среднее  14.32    0.85    0.03     .      0.05    1.40    8.75
30935 2 макси-      18       6       1       .       2      10      10
30935 3 мальное (1925)  (1946)  (1962)       .  (2007)  (1998)  (1937)
30935 4         (1943)       .  (2008)       .       .       .  (1938)
30949 1 среднее  14.33    2.10    0.17    0.06    0.30    3.01    8.91
30949 2 макси-      17      10       3       1       5      10      10
30949 3 мальное (1938)  (1971)  (1939)  (1958)  (2007)  (1990)  (1928)
30949 4         (1955)       .  (1951)  (1974)       .  (1998)  (1929)
30965 1 среднее  12.09    0.45     .       .       .      0.84    8.84
30965 2 макси-      16       7       .       .       .      11      11
30965 3 мальное (1925)  (2001)       .       .       .  (1998)  (1929)
30965 4         (1965)       .       .       .       .       .  (1930)
31004 1 среднее   0.08     .       .       .       .      1.08   14.73
31004 2 макси-       2       .       .       .       .      10      25
31004 3 мальное (2005)       .       .       .       .  (1990)  (1968)
31088 1 среднее   8.65    0.41    0.10    0.02    0.03    0.02    0.81
31088 2 макси-      18       5       2       1       1       1       5
31088 3 мальное (1933)  (1995)  (2008)  (1969)  (1929)  (1940)  (1947)
31088 4              .  (2005)  (2010)  (1991)  (1968)  (1987)  (1996)
31137 1 среднее   0.40     .       .       .       .       .      0.29
31137 2 макси-       4       .       .       .       .       .       2
31137 3 мальное (2011)       .       .       .       .       .  (1981)
31137 4              .       .       .       .       .       .  (1991)
31168 1 среднее   7.68    0.12    0.02    0.02    0.01    0.09    0.69
31168 2 макси-      12       3       1       2       1       3       3
31168 3 мальное (1935)  (2004)  (1988)  (1979)  (1968)  (1990)  (1937)
31168 4         (1943)       .  (2010)       .       .       .  (1938)
31174 1 среднее   7.13    0.11     .       .       .       .      0.49
31174 2 макси-      10       2       .       .       .       .       2
31174 3 мальное (1935)  (1942)       .       .       .       .  (1937)
31174 4         (1943)  (1958)       .       .       .       .  (1945)
31253 1 среднее  10.38    0.02     .       .      0.01    0.40   11.39
31253 2 макси-      19       2       .       .       1       6      16
31253 3 мальное (1967)  (2012)       .       .  (1929)  (2008)  (1937)
31253 4         (1968)       .       .       .       .       .  (1944)
31329 1 среднее  11.75    0.11     .       .      0.01    1.48   14.65
31329 2 макси-      20       3       .       .       1       9      20
31329 3 мальное (1998)  (1951)       .       .  (1968)  (1963)  (1948)
31329 4              .       .       .       .       .  (2008)  (1975)
31369 1 среднее   6.20    0.21    0.07    0.01    0.02    1.17   16.36
31369 2 макси-       8       2       3       1       1       8      24
31369 3 мальное (1927)  (1927)  (2010)  (1984)  (1967)  (1990)  (1991)
31369 4         (1931)  (1936)       .       .  (1968)       .       .
31416 1 среднее   7.51    0.09     .       .       .      0.51   10.18
31416 2 макси-      10       1       .       .       .       8      13
31416 3 мальное (1947)  (1946)       .       .       .  (2008)  (1946)
31416 4         (1951)  (1951)       .       .       .       .  (1949)
31439 1 среднее   5.35    0.13    0.09    0.05    0.01    0.47   10.62
31439 2 макси-       7       2       5       2       1       7      15
31439 3 мальное (1936)  (1988)  (2010)  (1991)  (1945)  (2008)  (1937)
31439 4         (1937)  (2013)       .       .       .       .  (1948)
31478 1 среднее  15.44    0.61     .       .       .      0.93   16.59
31478 2 макси-      26       3       .       .       .       6      24
31478 3 мальное (1995)  (1968)       .       .       .  (1990)  (1975)
31478 4              .  (1973)       .       .       .       .  (2003)
31707 1 среднее   1.78    0.01     .      0.01    0.95   15.10     .  
31707 2 макси-       2       1       .       1      10      28       .
31707 3 мальное (1936)  (1958)       .  (1983)  (2002)  (1990)       .
31707 4         (1937)       .       .       .       .  (2008)       .
31770 1 среднее    .     12.36    0.67    0.12    0.08    1.37    8.65
31770 2 макси-       .      25       5       2       3       7      11
31770 3 мальное      .  (1990)  (1968)  (1979)  (2002)  (1959)  (1927)
31770 4              .       .  (1990)  (1996)       .  (1990)  (1930)
31829 1 среднее    .     11.10    1.20    0.14    0.11    0.84    4.03
31829 2 макси-       .      19       7       3       2       5       5
31829 3 мальное      .  (1990)  (1955)  (2009)  (1959)  (1940)  (1936)
31829 4              .  (1997)       .       .  (1974)  (1990)  (1937)
31960 1 среднее    .      9.47    1.87    0.90    3.01   14.27     .  
31960 2 макси-       .      16       8       8      10      24       .
31960 3 мальное      .  (1936)  (1997)  (1988)  (1935)  (1990)       .
31960 4              .  (1955)       .       .  (1990)       .       .
31961 1 среднее    .     13.02    2.20    0.90    3.66   15.92     .  
31961 2 макси-       .      22       9       6      15      26       .
31961 3 мальное      .  (1991)  (1987)  (1988)  (1935)  (2008)       .
31961 4              .       .  (1997)       .       .       .       .
31989 1 среднее    .      7.54    3.94    5.17    6.50   15.27     .  
31989 2 макси-       .      10       9      14      15      19       .
31989 3 мальное      .  (1978)  (2007)  (1989)  (2007)  (1964)       .
31989 4              .  (1979)       .  (1992)       .  (1990)       .
32027 1 среднее   3.13    0.12    0.03    0.03    0.04    1.45   17.44
32027 2 макси-       4       2       2       1       1      14      26
32027 3 мальное (1936)  (1936)  (1955)  (1975)  (1945)  (2008)  (2008)
32027 4         (1937)  (1942)       .  (1991)  (1968)       .       .
32061 1 среднее    .     11.22    1.79    0.19    0.14    1.13    9.94
32061 2 макси-       .      21      30       3       5       7      14
32061 3 мальное      .  (2004)  (1897)  (1920)  (1901)  (2008)  (1901)
32061 4              .       .       .  (1991)       .       .  (1904)
32076 1 среднее   0.89     .      0.01    0.11    0.18    2.35   15.59
32076 2 макси-       1       .       1       2       2      12      23
32076 3 мальное (1937)       .  (1962)  (1991)  (1990)  (2008)  (1962)
32076 4         (1938)       .       .  (2010)       .       .  (1972)
32098 1 среднее    .     12.17    1.20    0.13    0.09    1.23   11.56
32098 2 макси-       .      23       9       3       2      10      15
32098 3 мальное      .  (1911)  (1990)  (2010)  (1945)  (2008)  (1927)
32098 4              .  (1927)       .       .  (1989)       .  (1928)
32099 1 среднее    .      8.60    0.72    0.13    0.21    2.00   17.97
32099 2 макси-       .      15       5       3       2      11      29
32099 3 мальное      .  (1963)  (1990)  (1963)  (1990)  (1998)  (1962)
32099 4              .  (1990)       .       .  (2006)       .       .
32150 1 среднее    .     12.41    2.75    0.35    0.27    0.95    5.24
32150 2 макси-       .      19      10       4       3       5       6
32150 3 мальное      .  (1990)  (2010)  (2010)  (2002)  (1990)  (1947)
32150 4              .  (1997)       .       .       .       .  (1948)
32165 1 среднее    .       .     13.34    1.66    0.70    1.03    3.33
32165 2 макси-       .       .      21       4       4       4       4
32165 3 мальное      .       .  (1981)  (1948)  (1949)  (1966)  (1947)
32165 4              .       .       .  (1949)       .  (1989)  (1948)
32213 1 среднее    .      8.78    2.75    3.59    1.37    2.69   14.51
32213 2 макси-       .      14      12      18       9      14      27
32213 3 мальное      .  (1995)  (1980)  (1997)  (1968)  (1968)  (1997)
32213 4              .  (2012)  (1989)       .       .       .  (2005)
32252 1 среднее   5.87    1.19    0.66    0.10    0.11    0.06    0.17
32252 2 макси-       9       7       6       1       1       1       1
32252 3 мальное (1937)  (1964)  (1937)  (1938)  (1947)  (1955)  (1936)
32252 4         (1963)       .  (1942)  (1940)  (1951)  (1984)  (1937)
32287 1 среднее   2.10    0.36    0.23    2.65    2.55    4.43   12.53
32287 2 макси-       3       2       3      11      12      16      24
32287 3 мальное (1932)  (1942)  (1968)  (1996)  (1994)  (1939)  (1986)
32287 4         (1933)  (1951)  (2008)       .       .       .  (1990)
32389 1 среднее   4.54    0.67    0.44    1.38    1.32    3.45   13.26
32389 2 макси-       6       5       4       9       8      14      21
32389 3 мальное (1916)  (1973)  (1937)  (1996)  (1985)  (1995)  (1977)
32389 4         (1934)  (1995)  (2008)       .       .  (2007)       .
32477 1 среднее   0.87     .      0.10    2.77    2.97    6.99   16.44
32477 2 макси-       1       .       1      10      13      16      27
32477 3 мальное (1938)       .  (1947)  (1991)  (1994)  (1995)  (1986)
32477 4         (1939)       .  (1955)  (2006)       .  (2007)       .
32509 1 среднее    .     10.98    4.18    2.40    2.02    3.64   12.32
32509 2 макси-       .      20      15      13      13      14      19
32509 3 мальное      .  (1942)  (1942)  (1996)  (1963)  (1943)  (1997)
32509 4              .  (2013)       .       .       .       .  (2000)
32562 1 среднее    .     14.30    4.11    2.42    2.21    5.21   14.55
32562 2 макси-       .      26      20       9       9      16      23
32562 3 мальное      .  (2013)  (2010)  (1991)  (1994)  (2005)  (2005)
32562 4              .       .       .       .       .  (2007)       .
32618 1 среднее    .      6.91    4.38    4.61    4.02    4.87    9.20
32618 2 макси-       .      11      12      13      14      15      15
32618 3 мальное      .  (1917)  (1937)  (1983)  (1938)  (2007)  (1990)
32618 4              .  (1963)       .  (1996)       .  (2011)  (2002)
34110 1 среднее    .      8.28    4.33    4.74    5.03    9.51     .  
34110 2 макси-       .      15      15      18      17      20       .
34110 3 мальное      .  (1905)  (1980)  (2007)  (2002)  (1989)       .
34110 4              .  (1926)       .       .       .  (2007)       .
34123 1 среднее    .     10.28    5.55    4.98    4.85    9.12     .  
34123 2 макси-       .      17      17      18      18      19       .
34123 3 мальное      .  (1926)  (1980)  (2007)  (2002)  (1989)       .
34123 4              .  (1938)       .       .       .  (2007)       .
34152 1 среднее    .      9.64    5.02    4.62    4.24    8.70     .  
34152 2 макси-       .      16      13      18      15      20       .
34152 3 мальное      .  (1969)  (1989)  (2007)  (2002)  (2008)       .
34152 4              .  (1978)       .       .       .       .       .
34163 1 среднее    .     12.36    4.71    3.53    4.11   10.87     .  
34163 2 макси-       .      24      15      22      23      28       .
34163 3 мальное      .  (1926)  (1980)  (2007)  (2002)  (2008)       .
34163 4              .  (2013)  (1982)       .       .       .       .
34186 1 среднее    .     10.00    3.83    3.14    3.20    7.84     .  
34186 2 макси-       .      20      16      21      19      22       .
34186 3 мальное      .  (1979)  (1982)  (2007)  (2002)  (1990)       .
34186 4              .  (2008)       .       .       .  (2002)       .
34579 1 среднее    .      6.63    3.71    2.81    2.27    4.50     .  
34579 2 макси-       .      10      11       9       9       9       .
34579 3 мальное      .  (1937)  (2010)  (1984)  (1948)  (1958)       .
34579 4              .  (1938)       .  (2001)  (1983)  (1984)       .
34720 1 среднее    .       .     14.07   11.18   11.76     .       .  
34720 2 макси-       .       .      24      23      23       .       .
34720 3 мальное      .       .  (1960)  (2007)  (1955)       .       .
34720 4              .       .  (1981)       .  (1981)       .       .
34740 1 среднее    .       .     16.19    9.11    9.13     .       .  
34740 2 макси-       .       .      25      17      17       .       .
34740 3 мальное      .       .  (1960)  (1959)  (1948)       .       .
34740 4              .       .  (1982)  (1994)  (1955)       .       .
34866 1 среднее    .       .     17.72    9.42    8.77     .       .  
34866 2 макси-       .       .      28      18      18       .       .
34866 3 мальное      .       .  (1980)  (2005)  (1948)       .       .
34866 4              .       .  (2010)  (2007)  (1955)       .       .
34880 1 среднее    .      0.79    1.16    1.98    1.46    2.78     .  
34880 2 макси-       .       1       2       4       4       4       .
34880 3 мальное      .  (1881)  (1881)  (1881)  (1884)  (1882)       .
34880 4              .  (1882)  (1882)  (1902)  (1899)  (1885)       .
34927 1 среднее    .       .     13.27   17.03     .       .       .  
34927 2 макси-       .       .      17      23       .       .       .
34927 3 мальное      .       .  (1947)  (1951)       .       .       .
34927 4              .       .  (1949)  (1956)       .       .       .
34949 1 среднее    .       .     16.40   11.26   11.30     .       .  
34949 2 макси-       .       .      24      20      20       .       .
34949 3 мальное      .       .  (1973)  (2005)  (2009)       .       .
34949 4              .       .  (1982)  (2007)  (2013)       .       .
35011 1 среднее    .     14.04    4.39    2.33    2.65   11.00     .  
35011 2 макси-       .      26      13      17      18      25       .
35011 3 мальное      .  (2013)  (1982)  (2007)  (2002)  (2002)       .
35011 4              .       .  (1999)       .       .       .       .
36038 1 среднее    .     14.73    4.79    0.21    0.26    0.49    1.61
36038 2 макси-       .      26      15       2       2       2       2
36038 3 мальное      .  (2013)  (1989)  (1932)  (1937)  (1942)  (1929)
36038 4              .       .       .  (1948)  (1956)  (1955)  (1931)
36064 1 среднее    .     14.06    6.11    4.01    8.91   19.53     .  
36064 2 макси-       .      25      17      17      23      28       .
36064 3 мальное      .  (1963)  (2006)  (1992)  (1999)  (1990)       .
36064 4              .       .       .       .       .  (1997)       .
36096 1 среднее  10.60    0.03     .       .       .      0.01    3.27
36096 2 макси-      13       2       .       .       .       1       4
36096 3 мальное (1947)  (2013)       .       .       .  (2013)  (1948)
36096 4         (1949)       .       .       .       .       .  (1952)
36229 1 среднее   8.07    0.76    0.19    0.15    0.15    0.55    4.29
36229 2 макси-      10       5       3       3       3       4       5
36229 3 мальное (1947)  (1953)  (1996)  (1979)  (1960)  (2013)  (1938)
36229 4         (1948)  (1994)       .       .       .       .  (1947)
36259 1 среднее  17.53    1.28    0.03    0.01    0.10    1.43   13.13
36259 2 макси-      25       6       1       1       2      14      17
36259 3 мальное (1991)  (2001)  (1941)  (1979)  (1996)  (1998)  (1947)
36259 4         (1997)       .  (1955)       .  (1998)       .  (1957)
36307 1 среднее   9.28    0.03     .       .       .      0.08    7.28
36307 2 макси-      12       1       .       .       .       5      13
36307 3 мальное (1949)  (1966)       .       .       .  (1998)  (1989)
36307 4         (1951)  (1968)       .       .       .       .  (1998)
37001 1 среднее    .       .      6.33   10.49     .       .       .  
37001 2 макси-       .       .       7      12       .       .       .
37001 3 мальное      .       .  (1959)  (1961)       .       .       .
37001 4              .       .  (1960)  (1962)       .       .       .
37061 1 среднее    .       .     16.07   12.33   12.65     .       .  
37061 2 макси-       .       .      25      22      22       .       .
37061 3 мальное      .       .  (1925)  (1938)  (1955)       .       .
37061 4              .       .  (1960)  (2005)  (2000)       .       .
37107 1 среднее    .       .     14.41   14.73     .       .       .  
37107 2 макси-       .       .      15      16       .       .       .
