25927 2 макси-        .      .     16     10      .      .     12      9     16
25927 3 мальное       .      . (1984) (1937)      .      . (2001) (2000) (1984)
25932 1 среднее     .     0.15   6.41   1.90    .     0.04   2.93   3.78   2.53
25932 2 макси-        .      3     15      8      .      1     15      9     15
25932 3 мальное       . (2004) (1966) (1950)      . (1969) (1964) (1949) (1966)
25932 4               .      .      . (2008)      . (1998)      . (2011)      .
25954 1 среднее    0.01   0.06   7.56   0.48    .     0.04   2.79   2.92   1.98
25954 2 макси-        1      2     13      3      .      1      9     14     14
25954 3 мальное  (1997) (2007) (1977) (1945)      . (1930) (1929) (2003) (2003)
25954 4               . (2011) (1981) (1950)      . (1933) (1936)      .      .
25956 1 среднее    0.01   0.07   8.01   0.85    .     0.10   3.99   2.86   2.27
25956 2 макси-        1      2     14      5      .      2     16     11     16
25956 3 мальное  (1997) (1940) (1941) (1947)      . (1943) (1938) (1988) (1938)
25956 4               . (2013) (1951)      .      . (1998)      .      .      .
26063 1 среднее    1.82   5.22   1.51    .      .      .     0.34   2.21   2.22
26063 2 макси-       12     15     10      .      .      .      5     12     15
26063 3 мальное  (1974) (1908) (1900)      .      .      . (1939) (1939) (1908)
26157 1 среднее    2.52   6.05   2.07   0.07    .     0.28   0.90   3.35   2.18
26157 2 макси-       10     15     15      1      .     10      9     11     15
26157 3 мальное  (2007) (2014) (1999) (2001)      . (1966) (2000) (2010) (2014)
26157 4               .      .      . (2003)      .      .      .      .      .
26275 1 среднее    2.78   6.75   1.87    .      .     0.01   1.71   3.99   2.85
26275 2 макси-       12     15     12      .      .      1     10     16     16
26275 3 мальное  (1974) (2006) (1999)      .      . (1966) (1993) (2010) (2010)
26359 1 среднее    3.88   6.39   1.35    .      .      .     0.92   3.37   3.18
26359 2 макси-       12     13     12      .      .      .      5     13     13
26359 3 мальное  (2014) (1974) (1999)      .      .      . (1973) (2010) (1974)
26359 4               . (1980)      .      .      .      . (1977)      . (1980)
26781 1 среднее    2.10   4.46   1.11   0.01    .      .     1.10   3.52   2.05
26781 2 макси-       10     12      6      1      .      .      7     10     12
26781 3 мальное  (1974) (1953) (1999) (2003)      .      . (1996) (1998) (1953)
26781 4          (1989)      .      .      .      .      .      .      .      .
26997 1 среднее    3.91   5.15   0.64    .      .      .     0.82   4.43   2.99
26997 2 макси-       15     16      4      .      .      .      6     13     16
26997 3 мальное  (2014) (1974) (1999)      .      .      . (1977) (1975) (1974)
26997 4               .      . (2000)      .      .      .      .      .      .
27037 1 среднее     .     6.87   4.50   0.38    .     0.14   2.91   3.68   3.08
27037 2 макси-        .     18     14      5      .      3      9     14     18
27037 3 мальное       . (2010) (1951) (1941)      . (1984) (2000) (2010) (2010)
27051 1 среднее    0.83   7.27   5.87   0.61   0.02   0.11   3.09   3.02   2.60
27051 2 макси-        9     21     19      5      2      2      9     13     21
27051 3 мальное  (1988) (1891) (1951) (1962) (1949) (1937) (1891) (2010) (1891)
27051 4               .      .      .      .      .      . (1942)      .      .
27333 1 среднее    0.40   1.00   0.63   0.06    .      .     0.38   0.73   0.53
27333 2 макси-        3      7      4      3      .      .      3      4      7
27333 3 мальное  (1971) (1988) (1940) (1930)      .      . (1946) (1959) (1988)
27333 4          (1988)      . (2007)      .      .      . (1966)      .      .
27459 1 среднее    0.59   0.80   0.29   0.05    .      .     0.43   0.59   0.46
27459 2 макси-        4      4      4      2      .      .      4      4      4
27459 3 мальное  (1917) (1893) (1940) (1916)      .      . (1939) (1909) (1917)
27459 4          (1961) (1900)      . (1930)      .      .      . (1930) (1961)
27595 1 среднее    0.02   0.16   0.06   0.01    .      .      .     0.20   0.09
27595 2 макси-        1      1      1      1      .      .      .      2      2
27595 3 мальное  (1922) (1894) (1902) (1892)      .      .      . (1959) (1959)
27595 4          (2000) (1897) (1917)      .      .      .      . (1996) (1996)
27612 1 среднее    2.58   5.77   0.97    .      .      .     0.94   3.37   2.73
27612 2 макси-       10     15      9      .      .      .      4     10     15
27612 3 мальное  (1993) (1988) (1999)      .      .      . (1968) (2010) (1988)
27612 4          (2007)      .      .      .      .      . (1976)      .      .
27648 1 среднее    0.74   1.96   0.63   0.06    .      .     0.61   1.64   0.94
27648 2 макси-        5      9      4      2      .      .      6      6      9
27648 3 мальное  (1988) (1988) (1940) (1892)      .      . (1939) (1901) (1988)
27648 4               . (2006) (2000) (1916)      .      .      . (1902) (2006)
27675 1 среднее    0.26   0.80   0.42   0.05    .      .     0.15   0.74   0.40
27675 2 макси-        3      5      4      2      .      .      1      3      5
27675 3 мальное  (1995) (1966) (1945) (1930)      .      . (1901) (1911) (1966)
27675 4          (2008) (1988)      .      .      .      . (1903) (1933) (1988)
27707 1 среднее    1.89   3.91   0.66    .      .      .     0.80   2.46   1.95
27707 2 макси-       11     12      6      .      .      .      5      7     12
27707 3 мальное  (1989) (2009) (1999)      .      .      . (1977) (2002) (2009)
27707 4               .      .      .      .      .      .      . (2010)      .
27823 1 среднее    0.81   2.57   0.72    .      .      .     0.58   2.59   1.45
27823 2 макси-        7      9      6      .      .      .      4      8      9
27823 3 мальное  (1995) (1996) (1942)      .      .      . (1977) (1936) (1996)
27823 4               .      . (1999)      .      .      .      .      .      .
27857 1 среднее    0.94   3.36   1.17   0.14    .      .     0.96   3.13   1.62
27857 2 макси-        7     14      7      2      .      .      5     11     14
27857 3 мальное  (1882) (2010) (1918) (1892)      .      . (1904) (1884) (2010)
27857 4               .      .      . (1907)      .      . (1939)      .      .
27995 1 среднее    0.58   1.90   0.74   0.05    .      .     0.54   2.32   1.02
27995 2 макси-        4      8      5      1      .      .      4      9      9
27995 3 мальное  (1990) (2010) (1913) (1916)      .      . (1941) (1930) (1930)
27995 4          (1999)      .      . (1930)      .      .      .      .      .
28009 1 среднее    0.63   7.40   6.93   0.83   0.02   0.49   3.53   2.96   2.85
28009 2 макси-        5     15     13      4      1      4      9      9     15
28009 3 мальное  (2014) (2010) (1978) (1963) (1997) (1987) (1961) (1980) (2010)
28009 4               .      .      . (1969)      .      .      . (1985)      .
28064 1 среднее    0.11   4.90   4.73   0.30    .     0.01   2.68   3.57   2.33
28064 2 макси-        2     12     13      3      .      1      8     14     14
28064 3 мальное  (1978) (1974) (1936) (1949)      . (1968) (1939) (1980) (1980)
28064 4          (2014)      .      . (1968)      .      . (1967)      .      .
28138 1 среднее     .     6.00   6.49   1.38   0.04   0.53   3.54   2.09   2.87
28138 2 макси-        .     15     16      9      2      4     11      8     16
28138 3 мальное       . (1953) (1951) (1979) (1914) (1996) (1929) (1954) (1951)
28138 4               . (1967) (1960)      .      .      . (1934)      . (1960)
28224 1 среднее    0.48   5.89   3.89   0.31    .     0.05   1.88   2.85   2.19
28224 2 макси-        6     16     14      3      .      1      9     16     16
28224 3 мальное  (1977) (1958) (1972) (1892)      . (1912) (1949) (1904) (1958)
28224 4               .      .      . (1963)      . (1922)      .      .      .
28255 1 среднее    0.46   6.08   4.57   0.28    .     0.06   2.82   4.58   2.69
28255 2 макси-        6     16     11      3      .      2     11     16     16
28255 3 мальное  (1988) (1958) (1983) (1968)      . (1996) (1969) (2010) (1958)
28275 1 среднее    0.02   5.50   3.78   0.08    .     0.03   2.39   4.08   2.27
28275 2 макси-        1     15      9      3      .      1      9     16     16
28275 3 мальное  (1893) (1933) (1890) (1968)      . (1967) (1969) (2010) (2010)
28275 4          (1901)      . (1902)      .      . (1968)      .      .      .
28418 1 среднее     .     5.58   2.38   0.10    .     0.01   1.42   3.24   2.12
28418 2 макси-        .     14     10      3      .      1      6     10     14
28418 3 мальное       . (1996) (1940) (1930)      . (1986) (1977) (1955) (1996)
28418 4               .      .      .      .      .      .      . (2010)      .
28434 1 среднее    0.38   8.13   5.27   0.46    .     0.25   3.35   4.54   3.20
28434 2 макси-        5     16     14      3      .      3      9     17     17
28434 3 мальное  (1970) (2011) (1972) (1971)      . (1960) (1974) (1981) (1981)
28434 4               .      .      . (1992)      .      .      .      .      .
28493 1 среднее    0.06   6.59   5.58   0.39    .     0.22   3.97   4.99   3.12
28493 2 макси-        3     16     13      4      .      3     11     16     16
28493 3 мальное  (2014) (1938) (1954) (2014)      . (1937) (1956) (1980) (1938)
28493 4               .      .      .      .      . (1967) (1969)      .      .
28552 1 среднее    0.57   6.72   3.44   0.18    .     0.03   2.51   4.62   2.58
28552 2 макси-        5     17     12      2      .      1     11     14     17
28552 3 мальное  (1978) (1953) (1936) (1968)      . (1968) (1958) (2010) (1953)
28552 4          (1988)      . (1940) (1992)      . (1996)      .      .      .
28573 1 среднее    0.12   6.74   4.33   0.13    .     0.10   2.85   6.05   2.90
28573 2 макси-        3     18     13      2      .      1     11     19     19
28573 3 мальное  (1995) (1951) (1936) (1943)      . (1936) (1969) (1981) (1981)
28573 4               .      .      . (1984)      . (1937)      .      .      .
28666 1 среднее    0.20   5.73   3.10   0.09    .     0.03   2.00   5.19   2.33
28666 2 макси-        3     16     15      1      .      1      7     14     16
28666 3 мальное  (1995) (1958) (1936) (1943)      . (1937) (1937) (2010) (1958)
28666 4               .      .      . (1964)      . (1968)      .      .      .
28698 1 среднее    0.21   6.13   3.78   0.09    .     0.04   2.33   5.41   2.57
28698 2 макси-        3     14     11      2      .      1      9     14     14
28698 3 мальное  (1968) (1954) (1936) (1933)      . (1929) (1920) (1937) (1954)
28698 4          (1990)      . (1958)      .      . (1937) (1934)      .      .
28704 1 среднее    0.01   0.37   0.36   0.01    .     0.03   0.05   0.45   0.18
28704 2 макси-        1      2      3      1      .      1      2      2      3
28704 3 мальное  (1990) (1938) (1945) (1963)      . (1976) (1955) (1971) (1945)
28704 4               . (1961)      .      .      . (1986)      . (1996)      .
28722 1 среднее    0.97   6.17   1.96   0.08    .     0.02   1.86   5.11   2.31
28722 2 макси-        9     19      8      2      .      1      9     17     19
28722 3 мальное  (1978) (2010) (1972) (1992)      . (1969) (1958) (1904) (2010)
28722 4               .      .      .      .      . (1986)      .      .      .
28748 1 среднее    0.77   8.37   2.61   0.15    .      .     2.14   7.00   3.51
28748 2 макси-        7     15     11      2      .      .      8     21     21
28748 3 мальное  (1995) (1958) (1940) (1971)      .      . (1956) (2010) (2010)
28748 4               . (2010)      .      .      .      . (1976)      .      .
29111 1 среднее    0.03   5.00   5.24   0.36    .     0.08   3.41   2.95   2.44
29111 2 макси-        1     19     13      7      .      2     13     12     19
29111 3 мальное  (1940) (1953) (1984) (1992)      . (1930) (1946) (1955) (1953)
29111 4          (1967)      .      .      .      .      .      .      .      .
29231 1 среднее    0.01   5.06   6.10   0.44    .     0.12   3.51   3.19   2.63
29231 2 макси-        1     13     14      4      .      2     10     13     14
29231 3 мальное  (2014) (1953) (1988) (1992)      . (1996) (1988) (1941) (1988)
29231 4               . (1995)      .      .      . (2006) (1996)      .      .
29263 1 среднее    0.02   5.78   7.88   0.48    .     0.32   4.84   4.04   3.34
29263 2 макси-        1     19     17      4      .      5     13     14     19
29263 3 мальное  (1929) (1995) (1902) (1926)      . (1945) (1946) (1947) (1995)
29263 4          (1967)      .      . (1933)      .      . (1968)      .      .
29282 1 среднее     .     6.76   9.87   0.39    .     0.11   4.13   4.02   4.21
29282 2 макси-        .     19     17      3      .      3     14     13     19
29282 3 мальное       . (2007) (1980) (1961)      . (1937) (1968) (1967) (2007)
29282 4               .      . (2008) (1962)      .      .      .      .      .
29313 1 среднее    0.05   7.28   8.34   1.02   0.01   0.47   5.41   4.25   3.35
29313 2 макси-        3     16     17      9      1      3     14     12     17
29313 3 мальное  (2014) (1944) (1954) (1933) (1931) (1939) (1969) (1947) (1954)
29313 4               . (1997) (2014)      .      . (1957)      . (2005) (2014)
29328 1 среднее    0.01   6.52   7.25   0.56    .     0.34   4.18   3.67   3.22
29328 2 макси-        1     17     16      5      .      4     10     15     17
29328 3 мальное  (1940) (1995) (1996) (1992)      . (1996) (1946) (1983) (1995)
29328 4               .      .      .      .      . (2006) (2005)      .      .
29379 1 среднее    0.07   7.44  10.04   0.74    .     0.30   6.37   6.22   4.46
29379 2 макси-        2     20     18      6      .      5     12     12     20
29379 3 мальное  (2014) (1997) (2008) (1992)      . (2006) (1999) (1990) (1997)
29379 4               .      . (2014)      .      .      . (2011) (1994)      .
29570 1 среднее    0.15   6.04   4.60   0.23    .     0.03   2.88   3.79   2.53
29570 2 макси-        4     15     12      3      .      1      8     11     15
29570 3 мальное  (2014) (1953) (1918) (1925)      . (1981) (1970) (1941) (1953)
29570 4               . (1995) (1954) (1938)      . (2006)      .      . (1995)
29594 1 среднее    0.13   7.72   7.80   0.56   0.01   0.38   5.58   5.65   3.48
29594 2 макси-        3     17     17      4      1      3     13     15     17
29594 3 мальное  (2002) (1995) (1946) (1943) (1957) (1958) (1934) (1994) (1995)
29594 4               .      .      .      .      . (1967) (1964)      .      .
29612 1 среднее    0.03   5.46   4.25   0.17    .     0.02   3.05   4.88   2.55
29612 2 макси-        2     17     13      4      .      2     11     15     17
29612 3 мальное  (2008) (1945) (1954) (1925)      . (1967) (1969) (1947) (1945)
29645 1 среднее    0.27   7.82   5.70   0.22    .     0.03   3.83   5.55   3.35
29645 2 макси-        2     18     13      2      .      1     11     16     18
29645 3 мальное  (1968) (1995) (1963) (1961)      . (1967) (1968) (1994) (1995)
29645 4          (1975)      .      . (1964)      . (1975)      .      .      .
29752 1 среднее     .     0.50   1.60   0.81   0.05   0.43   1.09   0.38   0.69
29752 2 макси-        .      3      8      3      2      4      6      3      8
29752 3 мальное       . (1947) (1965) (1934) (1988) (1938) (2009) (1935) (1965)
29752 4               . (1953)      . (1961)      . (2006) (2011) (2014)      .
29789 1 среднее     .     3.77  10.39   4.47   0.44   2.58   9.16   3.30   4.87
29789 2 макси-        .     14     19     10      3      9     17     12     19
29789 3 мальное       . (2007) (1937) (1987) (1941) (1942) (1939) (2005) (1937)
29789 4               .      .      .      . (1951) (1943)      .      .      .
29866 1 среднее    0.89  11.89   7.21   0.18    .     0.13   6.04   8.43   4.97
29866 2 макси-        9     22     14      2      .      4     17     25     25
29866 3 мальное  (2014) (1917) (1948) (1934)      . (1945) (1997) (1921) (1921)
29866 4               .      .      . (2007)      .      .      .      .      .
29939 1 среднее    0.91   7.44   3.71   0.14    .     0.09   3.33   7.49   3.30
29939 2 макси-        6     22     11      2      .      2     11     17     22
29939 3 мальное  (2001) (1951) (1942) (1948)      . (1937) (1967) (1951) (1951)
29939 4          (2002)      . (1957)      .      .      .      .      .      .
30054 1 среднее     .     2.86   7.97   0.94   0.03   0.37   5.06   1.61   2.69
30054 2 макси-        .     12     14      6      2      5     11      6     14
30054 3 мальное       . (2009) (1930) (1963) (1959) (1972) (1985) (1965) (1930)
30054 4               .      . (1987)      .      .      .      . (1967) (1987)
30089 1 среднее     .     2.93   6.20   1.76   0.36   1.77   4.31   0.62   2.56
30089 2 макси-        .      9     14      7      4      8     11      3     14
30089 3 мальное       . (2011) (1940) (1959) (1959) (1992) (2012) (1939) (1940)
30089 4               .      .      .      .      .      .      . (1988)      .
30230 1 среднее    0.01   4.91  10.68   0.78    .     0.23   5.88   2.98   3.64
30230 2 макси-        1     18     21      5      .      3     17      9     21
30230 3 мальное  (2002) (1997) (1922) (1909)      . (1903) (1904) (1908) (1922)
30230 4               .      .      .      .      . (1915)      . (1928)      .
30252 1 среднее     .     5.29  10.27   0.64    .     0.07   4.86   2.00   3.85
30252 2 макси-        .     16     17      3      .      1     10      8     17
30252 3 мальное       . (1982) (1969) (1963)      . (1975) (1985) (1989) (1969)
30252 4               .      . (1987) (1983)      . (1979) (1989)      . (1987)
30309 1 среднее    0.02   6.31   9.62   0.64   0.01   0.14   4.66   4.47   3.23
30309 2 макси-        1     24     18      4      1      3     14     14     24
30309 3 мальное  (1977) (1938) (1911) (1903) (1907) (1938) (1968) (1929) (1938)
30309 4          (2002)      . (1913) (1925)      .      .      .      .      .
30372 1 среднее     .     1.42   3.39   0.84   0.10   1.03   3.00   0.59   1.48
30372 2 макси-        .      5     10      4      2      5      7      2     10
30372 3 мальное       . (1947) (1985) (1958) (1970) (1943) (1975) (1948) (1985)
30372 4               . (1952)      .      .      . (1970)      . (1949)      .
30385 1 среднее     .     3.37   4.37   0.42   0.01   0.21   4.08   1.27   1.96
30385 2 макси-        .      8      9      3      1      2      9      4      9
30385 3 мальное       . (1943) (1948) (1958) (1960) (1970) (1950) (1950) (1948)
30385 4               . (1944) (1952) (1967)      . (1992) (1999) (1951) (1952)
30393 1 среднее     .     1.48  10.54   2.71   0.38   1.97   7.65    .     4.12
30393 2 макси-        .     11     24     12      3     12     15      .     24
30393 3 мальное       . (2011) (1937) (1940) (1942) (1943) (1945)      . (1937)
30393 4               .      .      .      . (1950)      . (1948)      .      .
30433 1 среднее     .     2.09   8.04   0.58    .      .     1.67   3.89   3.25
30433 2 макси-        .     12     15      5      .      .      9     12     15
30433 3 мальное       . (2014) (1945) (1961)      .      . (1946) (1946) (1945)
30433 4               .      . (1967)      .      .      .      .      . (1967)
30521 1 среднее     .     6.94  12.28   1.71   0.04   0.56   8.09   3.06   4.67
30521 2 макси-        .     19     20      7      2      4     17     10     20
30521 3 мальное       . (2014) (1954) (1990) (1978) (1943) (1939) (1990) (1954)
30521 4               .      . (1976)      .      . (1956)      . (2011) (1976)
30554 1 среднее     .     2.49   7.12   2.77   0.25   2.28   5.78   1.06   3.11
30554 2 макси-        .     10     13      8      2      7     14      4     14
30554 3 мальное       . (1997) (1978) (1943) (1959) (1943) (1939) (1938) (1939)
30554 4               . (2011)      .      . (1960) (1976)      . (1943)      .
30612 1 среднее     .     8.36  10.08   0.36    .     0.13   5.55   6.03   5.08
30612 2 макси-        .     22     17      3      .      3     13     14     22
30612 3 мальное       . (1938) (1948) (1936)      . (1938) (1951) (2011) (1938)
30612 4               .      . (1954) (1961)      .      .      .      .      .
30636 1 среднее    0.01   7.61  10.02   0.34    .     0.05   5.46   5.07   4.08
30636 2 макси-        1     21     24      3      .      1     15     16     24
30636 3 мальное  (2002) (1948) (1954) (1956)      . (1903) (1946) (1908) (1954)
30636 4               . (1997)      . (1961)      . (1953)      .      .      .
30650 1 среднее     .     3.90  10.47   2.56   0.10   1.68   8.95   2.35   4.29
30650 2 макси-        .     17     19      7      2      8     20      8     20
30650 3 мальное       . (2009) (1947) (1956) (1951) (1943) (1939) (1943) (1939)
30650 4               .      . (1978) (1961) (1958)      .      .      .      .
30673 1 среднее     .     4.66  10.96   1.84   0.08   1.36   9.08   2.80   4.40
30673 2 макси-        .     17     20      7      1      8     17      9     20
30673 3 мальное       . (2009) (1954) (1911) (1911) (1943) (1910) (1933) (1954)
30673 4               .      .      .      . (1938)      . (1997) (2011)      .
30710 1 среднее    0.02   9.86   8.78   0.65    .     0.14   5.90   7.98   4.76
30710 2 макси-        1     22     21      4      .      2     18     19     22
30710 3 мальное  (1938) (1893) (1906) (1891)      . (1898) (1892) (1971) (1893)
30710 4          (1963)      .      . (1909)      . (1902)      .      .      .
30758 1 среднее    0.02   9.43  12.75   0.94    .     0.17   9.37   7.03   5.67
30758 2 макси-        2     24     21      6      .      2     19     18     24
30758 3 мальное  (2002) (1948) (1954) (1909)      . (1958) (1972) (1925) (1948)
30758 4               . (2009)      .      .      . (2005)      .      . (2009)
30777 1 среднее     .    10.53  10.06   0.35    .     0.06   7.48   6.67   5.86
30777 2 макси-        .     20     19      4      .      2     16     19     20
30777 3 мальное       . (1938) (1954) (1965)      . (2005) (1997) (1995) (1938)
30844 1 среднее     .     8.30  16.31   3.88   0.26   1.53  12.31   5.14   6.82
30844 2 макси-        .     20     23     13      3      9     21     14     23
30844 3 мальное       . (1997) (1959) (1972) (1958) (1979) (1971) (1990) (1959)
30844 4               . (2014) (1970)      .      .      .      . (1998) (1970)
30879 1 среднее     .     8.18   8.48   0.28    .     0.11   6.91   6.85   5.13
30879 2 макси-        .     23     19      3      .      2     19     22     23
30879 3 мальное       . (1998) (1912) (1951)      . (1913) (1910) (1995) (1998)
30879 4               .      . (1954)      .      . (1935)      .      .      .
30925 1 среднее    0.17   9.22   7.70   0.23    .     0.09   5.01   8.10   4.36
30925 2 макси-        5     19     16      4      .      1     15     19     19
30925 3 мальное  (1993) (1985) (1935) (1961)      . (1902) (1930) (1971) (1985)
30925 4               .      .      .      .      . (1935)      .      .      .
30935 1 среднее    0.01  10.11  12.52   1.20   0.01   0.24   9.98   6.40   5.06
30935 2 макси-        1     23     24      6      1      2     23     16     24
30935 3 мальное  (2002) (2007) (1974) (1916) (1978) (1915) (1939) (1990) (1974)
30935 4               .      .      .      .      . (1947)      .      .      .
30949 1 среднее    0.01   9.99  12.46   0.86   0.01   0.31  10.37   7.93   5.24
30949 2 макси-        1     26     24      5      1      5     19     20     26
30949 3 мальное  (2002) (2014) (1942) (1935) (1988) (1927) (2011) (1990) (2014)
30949 4               .      .      . (1992)      .      .      .      .      .
30965 1 среднее    0.01   8.79  10.98   0.62    .     0.10   8.05   7.13   5.10
30965 2 макси-        1     23     25      6      .      3     19     17     25
30965 3 мальное  (2002) (1981) (1954) (1909)      . (1909) (1903) (1908) (1954)
30965 4               .      .      .      .      .      .      . (1933)      .
31004 1 среднее    0.04   1.51   7.82   0.73   0.06   0.49   5.10    .     2.25
31004 2 макси-        3     11     18      5      1      4     16      .     18
31004 3 мальное  (1990) (2011) (1980) (1964) (1942) (2001) (1990)      . (1980)
31004 4               .      .      .      . (1964)      .      .      .      .
31088 1 среднее     .     0.01   7.54   1.37    .     0.01   3.45   4.27   2.78
31088 2 макси-        .      1     21     10      .      1     14     11     21
31088 3 мальное       . (1945) (1891) (1915)      . (1988) (2001) (1948) (1891)
31137 1 среднее     .     0.58  14.92   8.83   2.63   7.92  11.39   0.36   6.66
31137 2 макси-        .      5     24     17      8     16     20      3     24
31137 3 мальное       . (2012) (1996) (1976) (1979) (1990) (1988) (2009) (1996)
31137 4               .      .      .      . (1995)      . (2002)      .      .
31168 1 среднее     .     0.27   6.22   1.92    .      .     1.96   6.12   3.30
31168 2 макси-        .      4     15      8      .      .      8     15     15
31168 3 мальное       . (1945) (2003) (1935)      .      . (1950) (1967) (2003)
31174 1 среднее     .     0.29  10.99   6.83   0.59   0.58   7.39   6.35   4.71
31174 2 макси-        .      4     26     19      3      5     18     15     26
31174 3 мальное       . (1968) (1940) (1930) (1930) (1992) (1990) (1928) (1940)
31174 4               . (1972)      .      . (1941)      . (1991)      .      .
31253 1 среднее     .     6.02   8.06   0.31   0.01   0.13   6.68   4.27   3.64
31253 2 макси-        .     15     16      3      1      2     17     14     17
31253 3 мальное       . (1989) (1931) (1942) (1964) (1935) (1916) (1928) (1916)
31253 4               .      .      .      .      . (1955)      .      .      .
31329 1 среднее     .     3.80   9.96   1.08   0.04   0.06   5.02   3.62   3.37
31329 2 макси-        .     11     20      7      2      1     12     11     20
31329 3 мальное       . (1997) (1945) (1937) (1930) (1925) (1921) (1916) (1945)
31329 4               .      .      .      .      . (1943)      .      .      .
31369 1 среднее     .     2.79  10.60   0.27    .      .     2.07   7.75   4.70
31369 2 макси-        .     10     23      4      .      .      7     18     23
31369 3 мальное       . (1967) (1884) (1918)      .      . (1889) (1911) (1884)
31369 4               . (1972) (1898)      .      .      . (1911)      . (1898)
31416 1 среднее     .     7.75   9.17   0.18    .      .     3.87   6.96   5.59
31416 2 макси-        .     17     22      3      .      .     13     14     22
31416 3 мальное       . (1953) (1954) (1940)      .      . (1963) (1946) (1954)
31416 4               .      .      .      .      .      .      . (1947)      .
31439 1 среднее    0.05   6.03   7.28   0.05    .      .     1.05   6.91   3.56
31439 2 макси-        2     17     15      1      .      .      6     16     17
31439 3 мальное  (2008) (1997) (1937) (1937)      .      . (1940) (1992) (1997)
31439 4               .      .      . (1940)      .      .      .      .      .
31478 1 среднее     .     1.33   3.94   1.48   0.15   0.82   3.75   0.96   1.77
31478 2 макси-        .      5      9      5      2      3      8      4      9
31478 3 мальное       . (2000) (1980) (1967) (1990) (1973) (2002) (2000) (1980)
31478 4               .      .      . (2003)      . (2001) (2006) (2001)      .
31707 1 среднее    1.30  12.62   1.77    .      .      .     0.48   8.91   5.02
31707 2 макси-        9     21      6      .      .      .      6     21     21
31707 3 мальное  (1959) (1944) (1958)      .      .      . (1969) (1962) (1944)
31707 4          (2003) (1946) (1966)      .      .      .      .      . (1946)
31770 1 среднее     .     6.44   4.35   0.12   0.02    .     0.23   6.51   2.94
31770 2 макси-        .     16     20      3      1      .      4     15     20
31770 3 мальное       . (1938) (1913) (1931) (1931)      . (1940) (2000) (1913)
31770 4               . (1991)      .      . (1988)      .      .      .      .
31829 1 среднее    0.03   8.93   3.81   0.05    .      .      .     5.89   3.74
31829 2 макси-        2     21     11      2      .      .      .     12     21
31829 3 мальное  (2008) (1968) (1954) (1983)      .      .      . (1944) (1968)
31829 4               .      .      .      .      .      .      . (1970)      .
31960 1 среднее    1.65   3.99   0.04    .      .      .      .     0.91   1.65
31960 2 макси-        8     12      2      .      .      .      .      5     12
31960 3 мальное  (1995) (1970) (1945)      .      .      .      . (1926) (1970)
31960 4          (2008)      .      .      .      .      .      . (1984)      .
31961 1 среднее    1.34   3.98   0.68    .      .      .     0.46   3.48   1.99
31961 2 макси-        5      9      4      .      .      .      3     11     11
31961 3 мальное  (1938) (1937) (1917)      .      .      . (1930) (1934) (1934)
31961 4          (1966) (2004) (1947)      .      .      . (1940)      .      .
31989 1 среднее    5.74   7.96   0.25    .      .      .     0.02   3.17   3.43
31989 2 макси-       17     15      2      .      .      .      1      9     17
31989 3 мальное  (2008) (1960) (1980)      .      .      . (1964) (1978) (2008)
31989 4               . (1996)      .      .      .      .      .      .      .
32027 1 среднее     .     1.17   7.45   0.45    .      .     0.26   4.44   2.75
32027 2 макси-        .      7     17      9      .      .      5     11     17
32027 3 мальное       . (1972) (1961) (1937)      .      . (1938) (1953) (1961)
32027 4               .      .      .      .      .      .      . (1998)      .
32061 1 среднее     .     3.52   3.55   0.19    .     0.01   0.32   4.74   2.06
32061 2 макси-        .     11     11      3      .      1      4     15     15
32061 3 мальное       . (1910) (1885) (1985)      . (1885) (1885) (1890) (1890)
32061 4               .      . (1893)      .      .      .      .      .      .
32076 1 среднее    0.01   2.04  10.18   4.25   0.44   0.03   1.34  10.42   3.59
32076 2 макси-        1      9     20     13      8      2      9     19     20
32076 3 мальное  (1992) (1948) (1968) (1983) (1988) (1993) (1967) (1987) (1968)
32076 4               . (1968)      .      .      .      .      .      .      .
32098 1 среднее     .     4.30   4.07   0.27    .      .     0.52   6.80   3.19
32098 2 макси-        .     15     10      3      .      .      4     13     15
32098 3 мальное       . (1992) (1913) (1921)      .      . (1940) (1910) (1992)
32098 4               .      . (1919) (1940)      .      .      . (1951)      .
32099 1 среднее     .     0.48   2.58   1.08    .      .      .     0.42   1.14
32099 2 макси-        .      4      9      7      .      .      .      3      9
32099 3 мальное       . (2002) (1950) (1983)      .      .      . (2007) (1950)
32150 1 среднее     .     8.73   5.94   0.31    .      .     0.61   9.79   5.08
32150 2 макси-        .     18     14      6      .      .      3     17     18
32150 3 мальное       . (2013) (1996) (1954)      .      . (1969) (2007) (2013)
32150 4               .      .      .      .      .      . (1979)      .      .
32165 1 среднее     .     6.16   2.00    .      .      .      .     0.07   2.75
32165 2 макси-        .     13     10      .      .      .      .      2     13
32165 3 мальное       . (1977) (1958)      .      .      .      . (1950) (1977)
32165 4               . (2004)      .      .      .      .      .      . (2004)
32213 1 среднее     .     0.23   4.29   0.33    .      .      .     0.31   1.29
32213 2 макси-        .      2     11      4      .      .      .      2     11
32213 3 мальное       . (1997) (1978) (1978)      .      .      . (1975) (1978)
32213 4               . (2002) (2003)      .      .      .      . (1979) (2003)
32252 1 среднее    0.08   0.20   9.39   2.44   0.07   0.61   5.91   5.43   3.02
32252 2 макси-        2      4     25     10      2      4     14     12     25
