35011  1.65  1.54  3.33  1.26  0.24  0.20  0.30  0.31  0.63  1.70  3.22  2.17 13.54   2.93  16.48
36038  1.11  0.55  0.80  0.59  0.16  0.18  0.30  0.59  0.48  0.28  0.35  0.49  3.55   2.30   5.84
36064  0.02  0.02  0.02  0.93  1.60  3.13  2.07  0.16  0.02  0.02   .     .    0.09   7.91   8.00
36096  4.37  2.04  0.13  0.02  0.02  0.02  0.02   .    0.13  0.26  0.71  1.57  9.07   0.22   9.28
36229  1.36  0.68  0.17  0.11  0.11  0.21  0.55  0.79  0.62  0.26  1.65  1.89  5.89   2.38   8.28
36259  1.11  0.98  0.23  0.02   .    0.07   .    0.11  0.07  0.30  0.57  0.55  3.64   0.27   3.91
36307  3.20  2.22  0.46  1.05   .     .     .     .    0.03  0.18  0.63  0.72  7.32   1.05   8.37
37001  0.50  0.68  0.68  1.07  1.40  0.16  0.07  0.02  0.16  0.44  0.47  0.65  3.31   2.76   6.07
37061  8.79  6.88  5.98  2.02  0.48  0.15  0.13  0.43  1.58  4.95  8.31 11.50 43.86   4.56  48.42
37107  2.89  2.62  3.11  2.38  1.79  0.81  0.64  0.49  0.39  1.04  1.71  3.28 14.49   6.49  20.98
37126  5.72  5.38 10.98 15.91 17.40 16.74 16.68 16.31 17.09 13.57  8.15  6.37 49.57  98.72 148.30
37228  6.29  5.23  4.65  1.84  0.42  0.23  0.16  0.16  0.45  2.33  6.80  7.57 32.32   3.26  35.58
37470  1.04  1.98  3.34  2.94  1.26  0.09  0.09  0.04  0.17  0.43  0.71  1.17  8.62   4.55  13.17
37472  2.28  3.21  4.47  3.83  1.46  0.40  0.23  0.11  0.23  0.72  1.17  2.50 14.26   6.23  20.49
37663  4.38  4.45  6.72  3.09  1.28  0.28  0.19  0.21  0.94  3.11  5.07  4.70 27.89   5.96  33.85
31152  0.66  0.17   .    0.11  0.51  1.57  2.72  4.91  3.76  0.48  0.24  0.59  2.11  13.40  15.51
