27051 2  1966  1973  1970  1969  1967  1982  1977  1968  1967  1981  1969  1972  1981  1967  1982
27051 3  1987     .     .  1972  1981     .     .  1982  1995  1984  1976     .     .     .     .
27333 1     8     7     8     6     4     4     5     7     8     9    13     8    34    17    45
27333 2  1966  1972  1975  1966  1996  1985  1980  1982  1967  1982  1966  1982  1966  1985  1966
27333 3     .  1990     .  1972     .     .     .     .     .  1984     .     .     .  2003     .
27459 1     7    11     7     6     4     4     2     5     7     8    13    12    40    17    44
27459 2  1971  1976  1983  1970  1978  1985  1968  1990  1972  2002  1979  1979  1979  1987  1976
27459 3  1982     .     .     .     .     .  1970     .  1987     .     .     .     .     .  1979
27595 1     6     5     6     6     2     1     4     2     5     8    10     5    17     7    20
27595 2  2007  1973  1978  1982  1978  1966  1994  1976  2007  1987  1971  2004  1966  1982  2007
27595 3     .     .     .  1989     .  1974     .     .     .     .     .     .     .     .     .
27612 1     4     2     5     4     2     2     2     3     6     6     7     5    19    10    22
27612 2  1971  1966  1975  1972  1989  1985  1977  2004  1975  1987  1970  1970  1970  1989  1970
27612 3     .  2002     .     .     .  1989  1982     .     .     .     .     .     .     .     .
27648 1    12     8    14     8     4     4     6     7     8    11    12     8    38    22    55
27648 2  1975  1966  1978  2012  1982  1974  1974  1976  1981  1980  1968  1980  1966  1974  1974
27648 3     .     .     .     .     .  1977  1983     .     .     .     .  2000     .     .     .
27675 1     5     5     5     5     2     2     4     6     9     7     7     6    23    12    28
27675 2  1966  1973  1974  2012  1978  1969  1989  1990  2007  2007  1966  1979  1966  2007  1966
27675 3     .     .  1978     .  1994  1980     .     .     .     .  1968     .     .     .     .
27707 1    19    15    10    15     4     5     7     7     7    11    16    12    64    26    83
27707 2  1971  1966  1966  1967  1980  1989  2011  1969  1978  1982  1968  1982  1966  1967  1966
27707 3     .     .  1968     .     .  2005     .     .  1980     .     .  2000     .     .     .
27823 1     9    13    16    11     3     4     4     6     8     9    20    12    61    21    73
27823 2  1971  1966  1975  1972  1973  1974  1984  1976  1979  1980  1968  1976  1968  1973  1968
27823 3     .     .  1979     .  1976     .     .     .     .     .     .     .     .  1980     .
27857 1     5     6    10     7     4     2     3     5     5     8    11     7    31    13    37
27857 2  1966  1966  1978  2012  1974  1980  1974  1976  1981  1980  1966  1980  1966  1976  1980
27857 3  1982  1975     .     .     .  1984  1989  2009     .     .     .     .     .     .     .
27995 1     5     7     7     4     1     1     3     2     4     8     8     8    27     7    33
27995 2  1970  1984  1987  1980  1968  1968  1983  2000  2007  1980  1967  1982  1980  2007  1980
27995 3     .     .  1996  1982  1969  1982     .  2006     .     .  1989     .     .  2012     .
28009 1     4     4     2     8     4     5     8    10     9     9     5     4    14    23    29
28009 2  1966  1973  1967  1982  1968  1986  2003  2000  2011  1987  1966  1990  1966  1977  1977
28009 3     .     .  1968  1989  1971     .     .     .     .     .     .     .     .  2003  1982
28064 1     .     3     1     4     1     2     3     5     6     6     3     3    10    13    19
28064 2     .  1990  1989  1997  1986  1992  1994  2009  1987  1999  1986  2000  2000  2004  1999
28064 3     .  1995  1997  1999  1987     .     .  2010     .     .     .     .     .     .     .
28138 1     5     4     5    12     8     6     8    12    12    13    14     8    33    38    60
28138 2  1975  1973  1981  1975  1968  1983  1983  1978  1969  1973  1977  1982  1982  1969  1969
28224 1     5     3     4     2     2     4     4     4     5     8     3     2    10     7    15
28224 2  1969  1966  1967  1982  1995  2012  1999  1994  1989  1987  2002  1966  1966  1978  1969
28224 3     .  1976     .  1991     .     .     .     .     .     .     .  1969     .  1983  1987
28255 1     3     2     3     5     3     3     4     5     4     6     6     5    14    12    24
28255 2  1969  1966  1973  2006  1987  1976  1973  1976  1973  1982  1972  1976  1969  1976  1969
28255 3  1970  1971  1983     .     .  1978  1985  1982  1974     .     .     .     .     .     .
28275 1     3     4     4     3     2     4     5     7     5     5     5     6    17    17    28
28275 2  1977  1973  1981  1975  1975  1974  1978  1984  1987  1982  1977  1973  1973  1978  1981
28275 3  1978  1983     .  1980  1976     .     .     .     .  2005     .     .     .     .     .
28418 1     5     5     6     6     3     3     3     3     6    10     7     8    20    12    26
28418 2  1996  1973  1995  1982  1978  1971  1977  1993  1978  1984  1967  1980  1980  1978  1971
28418 3     .     .     .     .     .  1997  1985  2006     .     .  1979     .     .     .  1980
28434 1     8     4     7     5     2     4     8     9    10     7     5     3    18    25    33
28434 2  1969  1976  1966  1966  1966  1976  1990  1990  1992  2005  1967  1968  1969  1990  1969
28434 3     .     .  1987     .  1968  2005     .  2007     .     .     .  1971     .     .  1990
28493 1    10     5     5     3     2     2     5     7     5     7     7     6    30    15    35
28493 2  1969  1969  1983  1972  1987  1979  1984  1993  1970  1982  1977  1969  1969  1984  1969
28493 3     .  1974  1984     .     .  2006     .     .  1984     .     .  1984     .     .     .
28552 1     4     5     4     5     2     2     5     5     5     4     3     4    15    12    26
28552 2  1969  1966  1966  1966  1986  1972  1983  1994  1987  1996  1969  1966  1966  2007  1966
28552 3  1972     .  1981     .  2009  2011  2007     .     .  2005  1977     .     .     .     .
28573 1     3     4     4     5     4     5    11    13     6     9     6     4    16    37    53
28573 2  1970  1971  1970  1969  1967  1974  1981  1976  1980  2005  1981  1966  1981  1981  1981
28573 3  1972  2001  1984  1980  1980     .     .     .  1981     .     .     .     .     .     .
28666 1     6     3     7     6     2     3     4     5     4     7    11     6    23    15    32
28666 2  1984  1981  1972  1966  1966  1968  1967  1985  1974  2005  1977  1979  1977  1966  1981
28666 3     .     .     .  2011     .     .  1981  1994  1999     .     .     .     .     .     .
28698 1     9     3     7     5     1     2     5     5    11    10     7     8    24    19    33
28698 2  1974  1972  1966  1977  1971  1971  1979  1971  1970  1982  1973  1968  1969  1970  1970
28698 3     .  1981     .     .  1975  1973     .     .     .     .  1977     .     .     .     .
28704 1     6     4     9     5     3     4     5     6     9     9    10     6    25    20    35
28704 2  1993  1966  1970  1972  2006  2011  2004  1984  2005  2005  1967  1982  1967  2007  1968
28704 3     .  1968     .  1973     .     .     .  2007  2007     .     .     .     .     .     .
28722 1     7     5     4     4     2     3     2     4     4     6     8     6    24     8    26
28722 2  1967  1967  1984  1966  1996  1997  1969  1984  1979  1987  1967  1976  1967  1983  1967
28722 3  1995     .  1989  1980     .     .  1973     .  1990     .     .     .     .     .     .
28748 1    18     9     7     8     1     2     1     2     2     3     7    11    31     8    39
28748 2  1969  1983  1967  1966  1970  1999  1969  2006  1983  1982  2006  1966  1966  1966  1966
28748 3     .     .     .     .  1973  2002  1970  2007  1988  1996     .     .     .     .     .
29111 1     4     3     2     2     3     3     4     9     6     5     2     4    10    15    24
29111 2  1969  1971  1966  1995  1966  1972  1967  1981  1969  1982  1968  1968  1969  1968  1968
29111 3  1973     .  1984     .     .  1989  1968     .     .     .     .     .     .     .     .
29231 1     7     5     3     2     2     2     5     6     7     6     2     6    14    18    27
29231 2  2006  1969  1972  1967  1966  1967  1984  1984  1974  1983  1967  1966  1979  1967  1967
29231 3     .  1978  1973  1974  1969  1968     .     .     .     .  1973     .     .     .     .
29263 1    13    16     6     2     3     2     5     8     8     3     6    11    38    21    45
29263 2  1974  1969  2000  1974  2012  1966  1976  1990  1976  1983  1976  1966  1969  1976  1974
29263 3     .     .     .  1987     .  1972  2005     .  1984  1989     .     .     .     .     .
29282 1    17    19     5     2     4     4     7    10    11     5     2    15    36    21    50
29282 2  2001  1969  1971  1975  2000  1996  2012  1967  1983  1997  1968  1968  1977  1976  1969
29282 3     .     .     .  1996     .  2002     .     .     .     .  1971     .     .  2005     .
29313 1     2     2     2     1     2     4     9     8     7     4     2     2     6    21    27
29313 2  1970  1994  1967  1972  1966  1972  1970  1984  1970  1979  1977  1984  1967  1970  1970
29313 3  1971     .  1984  1976  1971  2011     .     .  1975     .  1981     .  1970     .     .
29328 1     8    12     2     1     2     3     6     8     5     4     3     6    25    16    40
29328 2  1969  1969  1970  1967  1969  1972  1990  1967  1969  2005  1983  1966  1969  1967  1969
29328 3     .     .  1973  1969     .     .     .     .  1970     .     .     .     .     .     .
29379 1     6     3     1     1     2     3     6     7     4     1     2     2    10    15    16
29379 2  2001  2001  1988  1991  1989  2007  1990  2009  2008  1993  1988  1990  2001  2009  1990
29379 3     .  2010  1995     .  2004  2009     .     .     .  1996  1991  1991     .     .  2009
29570 1     8     4     3     1     2     2     4     6     6     6     3     7    13    11    17
29570 2  2001  1977  1969  1975  1967  2004  1985  2000  1992  1970  1985  2010  1969  1987  1969
29570 3     .     .     .  1978  1970     .     .  2002     .     .     .     .     .     .     .
29594 1    10     7     2     1     1     3     8     6     5     3     4     6    25    15    35
29594 2  2001  1967  1966  1966  1983  1975  1985  2005  1992  1970  1969  1966  1969  1992  1969
29594 3     .  1969  1972  1970  1991     .     .     .     .  1972     .     .     .     .     .
29612 1     9     7     6     8     2     2     5     8     6     6     8     5    21    15    31
29612 2  1984  1971  1970  1966  2000  1974  1970  1993  1975  1970  1973  1967  1967  1966  1970
29612 3     .     .  1978     .     .  1992  1996     .     .     .     .  1968     .  1988     .
29645 1    13     8     9     4     3     4     9    12    11     6    10    16    46    30    70
29645 2  1968  1968  1967  2011  1967  1974  1984  1967  1974  1983  1967  1966  1967  1984  1967
29645 3  1977  1969     .     .     .  2004     .  1976     .     .     .     .     .     .     .
29752 1     2     1     3     4    11     8     8    11     9     8     5     1    11    36    40
29752 2  1984  1972  1983  1978  1986  1989  2006  1994  1983  1974  1994  2006  2005  2010  2010
29752 3     .  1981  1984  1985     .  1997     .     .  2008     .     .  2007     .     .     .
29789 1     1     1     .     1     3     5     9    12    12     2     1     1     2    23    24
29789 2  1967  1974     .  1967  1986  1967  1989  1984  1970  1983  1971  1967  1967  1984  1983
29789 3     .     .     .  1997     .  1981     .     .     .  2008     .     .  1983     .  1984
29866 1    10    11     8     3     1     2     2    11     8     9     9    12    29    17    42
29866 2  2005  1999  2012  2012  1967  1971  1985  2003  1985  2009  1989  1966  1992  2003  2003
29866 3     .     .     .     .  1968     .  1996     .     .     .  1991     .  2005     .     .
29939 1     5     5     6     5     4     2     8     6     5     5     5     4    18    22    29
29939 2  1976  1971  1997  1969  1970  1978  1995  1984  1970  1970  1979  1966  1980  1995  1995
29939 3     .     .     .  1976     .  1979     .  1990  1973  1982     .  1971     .     .     .
30054 1    14    13     3     3     4     7     9    14    14     4    10    12    39    37    69
30054 2  1974  1969  1971  1972  1998  1980  1973  1972  1973  1972  1968  1968  1968  1973  1968
30054 3     .     .     .  1978  2002     .     .     .     .     .     .  1976     .     .     .
30089 1     1     1     1     2     7    13    13    21    16     4     2     1     5    54    56
30089 2  1970  1967  1968  1970  2012  2011  2012  1992  1968  1967  1969  2005  1967  2011  2005
30089 3     .     .  1975  2007     .     .     .     .  1974  2000  2007     .     .     .     .
30230 1    19    12     5     5     6     8    13    18    15     7     7    16    41    45    73
30230 2  1977  1985  1966  1973  1990  1991  1967  2002  1973  2009  1984  2009  1969  1973  1969
30230 3     .     .  1983     .     .  2005  1991     .  2006     .     .     .     .  1991     .
30252 1    25    19     6     4     3     7     8    15     6     4     7    18    50    31    64
30252 2  1977  1969  1971  2009  1966  2012  2011  2011  1973  2005  1987  1980  1969  2011  1974
30252 3     .     .     .     .  2000     .     .     .  1974  2008     .  2009     .     .     .
30309 1     6     6     5     1     4     5     4     8     8     6     5     6    17    17    28
30309 2  1987  1983  1970  1966  1974  1988  1966  1967  1983  1983  1976  1968  1983  1967  1967
30309 3     .     .  2010  1968     .     .  1968     .  1987     .     .     .     .     .  1983
30372 1    28    18     5     1     4     5     8    11     5     4     7    21    58    29    78
30372 2  1977  1974  1971  1967  1975  1977  1968  1972  1968  1969  1987  1974  1969  1968  1974
30372 3     .     .     .  1974     .     .  1974  1990  1973     .     .  2000     .     .     .
30385 1    12     .     1     1     4     8    12    14    10     3     1     6    12    32    37
30385 2  2012     .  1967  1967  1984  1966  2012  1966  1973  2000  2006  2008  2012  1969  2012
30385 3     .     .  1972     .     .     .     .  1969  1976     .     .     .     .     .     .
30393 1    12    18     5     3     6     7     9     9     7     3     3     5    36    25    57
30393 2  1966  1966  1966  1972  2012  1966  1993  2006  2009  1992  1970  1977  1966  1993  1966
30393 3     .     .     .     .     .     .  2008     .     .  1995     .     .     .     .     .
30433 1     .     2     1     2     3     9     7     5     3     2     1     .     4    15    15
30433 2     .  2004  1967  1967  1975  1985  1966  1969  1980  1992  1966     .  2008  1969  1969
30433 3     .     .  1971  1970     .     .  1991     .     .  1995  1973     .     .     .     .
30521 1    10     7     4     1     4    12    15    20    17    11     3    13    36    47    74
30521 2  1967  2009  1966  1968  1969  1985  2011  1966  1966  2009  1971  2009  2009  1983  1966
30521 3  2008  2010     .  1969     .     .     .     .     .     .  1983     .     .     .  2009
30554 1    19    15     4     2     3     6    15    18    11     2     7    14    41    32    64
30554 2  1969  1969  1969  1983  2011  1983  1999  1998  1987  1966  1987  1968  1969  1983  1969
30554 3     .     .     .     .     .  1985     .     .     .  1987     .  2000     .     .     .
30612 1     5     4     4     2     3     6     9    13    11     8    10     3    17    25    35
30612 2  1975  1978  1981  1976  1969  2005  2006  1989  1973  1968  1971  1977  1997  2005  1988
30612 3     .  1995  1997  1990  1978     .     .     .     .     .     .  1983     .     .     .
30636 1     6     2     2     1     1     1     3     4     4     3     2     7     9     5    10
30636 2  2008  1968  1983  1970  2004  1972  1985  1966  1973  2008  1967  2009  2008  1966  2010
30636 3     .  1983     .  1987     .  1985     .     .     .     .  1971     .     .  1973     .
30650 1    12     6     1     2     4    14    18    17     9     4     3     6    17    57    67
30650 2  1977  1985  1966  1967  2011  1986  1985  1980  1973  1966  2005  1968  1985  1986  1986
30650 3     .     .  1967  1975     .     .     .     .  1987     .  2010  1976     .     .     .
30673 1    19    12     2     2     4     8    16    18    11     1     4    13    38    41    67
30673 2  1969  1969  1966  1967  1977  1985  1982  2004  1983  1966  1968  1968  1969  1985  1969
30673 3     .     .  2004     .     .     .     .     .     .  1977  1987     .     .     .     .
30710 1    18     8     2     2     3     4     9    12    10     6    11    17    53    24    71
30710 2  1968  1969  1984  1967  1981  1975  2000  1990  1987  1966  1976  1969  1969  1974  1969
30710 3  1969     .     .     .  2004  1985     .     .     .  1968     .     .     .  2000     .
30758 1    20     9     2     2     2     4    10     9     7     3     4    11    27    20    41
30758 2  1977  1969  1969  1975  1979  2000  1986  1973  1984  1984  1975  1976  1969  1983  1969
30758 3     .     .     .     .  1984     .     .     .     .     .  2007     .     .     .     .
30777 1    16     9     2     1     4     9    15    19    18     3     2     5    31    44    71
30777 2  1969  1969  1969  1967  1981  1984  1969  1998  1973  1988  1977  1968  1969  1973  1969
30777 3     .     .     .  1968     .  1995     .     .     .  1994     .  2000     .  1988     .
30844 1    10     5     1     1     3     7    14    19    13     4     3     4    17    41    51
30844 2  2001  2001  1969  1967  2010  1985  1985  1996  1973  1966  1999  2000  2001  1988  2001
30844 3  2010     .  1997  1975     .  1994     .     .     .  1984     .     .     .     .     .
30879 1    15     6     2     1     1     4     8     9     6     2     3     4    27    20    39
30879 2  1969  1969  1981  1967  1975  1994  1986  1998  1991  1969  1997  1968  1969  1998  1969
30879 3     .     .  1995  1991  1991     .  1993     .     .  1997     .  1976     .     .     .
30925 1     3     1     1     1     .     1     1     2     3     3     1     1     4     4     5
30925 2  2001  1970  1968  1969     .  1973  1981  1985  1984  1966  1973  1990  1968  1992  1968
30925 3     .     .  1986  1978     .  1988  1983  1992     .  1968  1974     .     .     .  1984
30935 1    12     6     3     1     3     7    12    17    14     6     5     4    22    46    52
30935 2  1969  1969  1966  1967  1988  2007  2005  2005  1987  1966  1980  1978  1966  2005  1966
30935 3     .     .     .  1969  2008     .     .     .  2007     .     .     .     .     .     .
30949 1     4     3     1     4     2     4     5    10     7     1     2     3     7    20    20
30949 2  2001  2001  1972  1980  1969  1985  1968  1987  1987  1976  1980  2002  2001  1987  1987
30949 3     .     .  1998     .     .  1994  1969  1993     .  1980     .     .     .  1993  1993
30965 1     6     4     2     1     1     1     1     3     2     1     2     2     6     4     8
30965 2  2012  2001  2009  1985  2001  1988  1988  1994  1991  2004  1986  2003  2002  1994  2002
30965 3     .     .     .  1987  2010  1996  1991     .  2005     .     .  2009  2012     .     .
31004 1     6     7     .     3     3     6     5     7     9     3     2     6    11    18    22
31004 2  1966  1969     .  1978  1967  1983  1972  1967  1968  1970  1979  1968  1969  1972  1969
31004 3     .     .     .     .     .  1996  1974     .     .  1972     .     .     .     .     .
31088 1     1     1     4     9    16    18    15    13    10     4     1     .     7    57    58
31088 2  1995  1984  1989  1968  1967  1966  1973  1968  1988  1975  1968     .  1975  1973  1973
31088 3     .     .     .     .     .     .     .     .     .     .  1990     .     .     .     .
31137 1     7     2     2     2     2     6    14    22     7     4     .     5     9    47    47
31137 2  1967  1971  1972  1972  1977  1975  1969  1969  2005  1966     .  1966  1966  1969  1969
31137 3     .     .     .     .  1998     .     .     .     .     .     .     .     .     .     .
31168 1     .     .     4     9    23    18    20    19    10     1     1     .     4    64    65
31168 2     .     .  1989  1976  1984  1973  1997  2008  1988  1975  2006     .  1989  2008  2008
31168 3     .     .     .     .     .  2006     .     .     .  1988     .     .     .     .     .
31174 1     1     1     5     5    14    17    18    14     8     1     1     .     5    46    47
31174 2  1980  1970  1989  1968  1984  1975  2001  1980  1998  1968  1971     .  1989  1988  1988
31174 3     .  1980     .  1985     .     .     .     .     .  1974  1973     .     .     .     .
31253 1     8     3     1     2     4     5     7     9     9     3     3    12    16    26    31
31253 2  2012  2009  1968  2012  1988  1967  1967  1970  1968  1996  1998  2000  2000  1968  1968
31253 3     .     .  1986     .  2002  1968     .  1972     .     .     .     .     .     .     .
31329 1     1     2     1     4     8    14    24    27    21     7     2     1     8    75    80
31329 2  1972  1987  1968  1987  2006  1970  1988  2000  2004  1999  1975  1972  1999  1988  1988
31329 3  1988     .  1978  1998     .  1984     .     .     .  2001     .     .     .     .     .
31369 1     1     3     5     9    11     4     6     5     9     6     3     3     9    23    28
31369 2  1970  1968  1989  1972  1988  2008  1984  1973  1976  2000  1973  1969  1989  1972  1976
31369 3  1972     .     .     .     .     .     .  1980     .     .  1989     .  1995     .     .
31416 1    20     8     1     3     3     6     7    11    12     4     4    11    40    27    52
31416 2  1969  1969  1969  1972  1968  1985  2009  1966  2005  1974  1968  1969  1969  2007  2006
31416 3     .     .  1970  2001  2002     .     .  2006     .  2003     .     .     .     .     .
31439 1     3     1     .     3     2     4     4     5    11     5     2     1     8    17    23
31439 2  1972  1975     .  1971  1967  1982  1967  1970  2005  1988  1966  1970  1972  2005  1972
31439 3     .  2002     .     .  1977  2011     .  1971     .     .  1972     .     .     .     .
31478 1     7     1     .     1     2     5     5     8     6     2     2     4     9    17    17
31478 2  1969  1969     .  1969  1988  1984  1977  1972  1972  1989  1968  1968  1969  1974  1969
31478 3     .     .     .     .  2006     .  2007  1974  1993  1995     .  1996     .     .  1972
31707 1     2     1     2     3     3     5     8    11     7     8     3     1    10    31    41
31707 2  1967  2002  1986  1984  1968  1966  2008  2011  1976  2011  1999  1972  2011  2011  2011
31707 3     .     .     .     .  1977  1975  2009     .  2006     .     .  1975     .     .     .
31770 1     1     1     2    11    15    16    17    12     4     4     1     1     5    55    56
31770 2  1970  1970  1986  1972  1975  1975  1982  1967  1983  2010  1968  1979  1992  1975  1975
31770 3     .  1992  1989     .     .  1981     .  1987  2002     .  2004     .     .     .     .
31829 1     .     4     5    18    22    26    28    20     5     4     3     1     9    84    84
31829 2     .  1971  1992  1985  2000  1981  1989  1982  1977  1977  1979  2008  1998  1975  1975
31829 3     .     .     .     .     .     .     .     .  2009     .     .     .     .     .     .
31960 1     3     4     9    13    21    25    26    20     7     8     8     4    24    91   109
31960 2  1995  1998  1995  1994  2000  2005  1989  1987  1987  1987  1997  1991  1997  2000  1997
31960 3     .  2006     .     .     .  2012     .     .     .  1995     .  2008     .     .     .
31961 1     3     3     4     4     4     6     7     8     6     5     5     4     9    19    26
31961 2  1995  2011  1995  1976  1972  1971  1969  1968  1982  1994  1970  1979  1992  1975  1984
31961 3     .     .     .     .  1975     .  1984     .  2005     .     .  1984  1995  1984     .
31989 1     1     4     8    15    19    21    24    18     8     8     4     3    15    80    88
31989 2  1993  2002  2004  2000  1975  1971  1978  2009  1981  2008  1968  1994  1982  1970  1970
31989 3  1995     .     .     .     .     .     .     .  1984  2011  1979     .  2011     .     .
32027 1     4     4     6    13    15    12    12     6     3     4     3     4    11    44    54
32027 2  1975  1991  1989  1968  1995  1978  1977  1975  1973  1968  1994  1979  1968  1978  1975
32027 3     .     .     .     .     .  1999     .     .  1999  1992     .     .  1975     .     .
32061 1     1     .     1     5     7     8    10     5     1     2     2     .     4    23    25
32061 2  2000     .  1986  2002  1993  1987  1998  1988  1986  1995  1995     .  1995  1998  1998
32061 3     .     .  1992     .     .  1999     .  2007  1993     .     .     .     .     .     .
32076 1     1     2     4    10    17    22    23    20    13     5     2     2     8    76    84
32076 2  1969  1970  1989  1972  1988  1972  1973  1987  1980  1972  2006  1988  1972  1972  1972
32076 3     .  1982     .     .     .     .  1987     .     .     .     .     .     .     .     .
32098 1     4     1     7    12    17    18    20    20    10    11     6     4    16    65    80
32098 2  1975  1966  1983  1975  1984  1981  1973  1996  1971  1966  1968  1967  1966  1977  1975
32098 3     .  1967     .     .     .     .  1983     .     .     .     .     .  1975  1983     .
32099 1     3     5     9    13    24    28    30    28    21    15     6     5    17   125   132
32099 2  1970  1982  1989  1978  2000  1970  1983  1988  2000  1966  1968  1972  1966  2000  2000
32099 3  1975     .     .  1988     .  1981     .  2002     .     .     .     .  1989     .     .
32150 1     2     3     4     9    10    13    13    12    10     7     3     4    11    47    56
32150 2  1983  1977  1977  1988  1984  1981  1983  1977  1988  1998  1989  2008  1983  1984  1984
32150 3  1988  2002  1983     .     .  1989     .     .     .     .  2004     .     .     .     .
32165 1     2     6     8    16    24    24    26    23    14     6     3     5    15    97   104
32165 2  1989  1990  2008  1988  2000  1991  1987  1986  2012  1992  1989  1996  2008  1986  1986
32165 3  1993     .     .     .     .     .     .     .     .  1994  1993     .     .     .  1990
32213 1     2     2     6    13    22    27    29    31    20    11     7     1    20   122   131
32213 2  2002  1991  1989  1990  2010  1988  1993  2006  2008  2005  1990  1989  2005  1994  1994
32213 3     .  2006     .     .     .  2010     .     .     .     .  2005  1990     .     .     .
32252 1     2     5     5     6    11    18    23    17    11     3     5     1    12    64    65
32252 2  1997  1979  1979  1977  1979  2006  2010  2006  1998  1980  2010  1975  1979  2006  2006
32252 3  2010     .     .     .     .     .     .     .     .  2005     .  1994     .     .     .
32287 1     2     3     3     7     9    14    15    14    12     3     3     1     8    54    62
32287 2  1969  1978  1990  1967  1967  1966  1975  1968  1983  1967  1967  1966  1967  1967  1967
32287 3     .     .     .     .     .  1967     .     .     .  1985     .  1967     .     .     .
32389 1     9     7     4     1     1     1     3     7    13     4     9    12    26    20    37
32389 2  1975  1971  1968  1968  1967  1983  1983  1971  1983  1983  1967  1969  1969  1983  1971
32389 3  2009  1975  1970  1972  1985  1987  2011     .     .  2006     .     .  1971     .     .
32477 1     5     5     9     9    14    18    19    18    15     7     5     4    25    63    78
32477 2  1979  1988  1979  1972  1970  1981  1975  1977  1983  1974  1972  1975  1975  2009  1975
32477 3     .     .     .  1976     .     .     .     .     .     .     .     .     .     .     .
32509 1     4     3     2     8    13    15    16    16     5     4     3     3     6    47    52
32509 2  1974  1985  1977  1986  1967  1974  1966  2012  1966  1973  1966  2010  1966  1977  1966
32509 3     .     .  1989     .     .  2002     .     .     .  1982     .     .     .     .     .
32562 1     9     8    14    14    19    21    26    27    18     8     7     6    27    86   109
32562 2  1970  1972  1975  1972  1967  1975  1982  1977  1994  1991  1971  1969  1972  2003  1975
32562 3  1972     .     .     .     .     .     .     .     .     .  1988  1983  1975     .     .
32618 1     3     3     4     6    13    22    26    18    15     6     4     5    12    89    93
32618 2  1974  1994  1990  1975  2009  1978  1980  1979  1977  1982  2003  1979  1979  1977  1977
32618 3     .     .     .  1981     .  1984  1984  1984     .     .     .  1980     .     .     .
34110 1    16    16    15    10     3     3     4     5     5    13    21    17    72    14    75
34110 2  1966  1977  1978  1967  1989  1974  1972  1969  1980  1981  1966  1974  1966  1973  1966
34110 3     .     .     .     .     .  1988     .     .     .     .     .  1980     .  1980     .
34123 1     9    10    13     6     2     2     2     3     6     7    18     9    48    11    51
34123 2  1966  1966  1979  1967  1973  1997  1968  1973  1981  1981  1966  1974  1966  1979  1966
34123 3     .     .     .  1979  1980  2003  1997     .     .     .     .     .     .     .     .
34152 1    13    14    13     8     2     2     3     3     4    10    15    17    52    11    62
34152 2  1982  1966  1979  1979  1978  1978  1976  1967  1980  1980  1980  2000  1980  1979  1980
34152 3  1999     .     .     .  1983  2001     .  1976  1987     .     .     .     .     .     .
34163 1     7    11    11     6     2     3     5     4     4     8    12    12    45    13    52
34163 2  1966  1966  1970  1992  1968  1978  2008  1990  1968  1980  1977  1980  1980  2012  1980
34163 3     .     .     .  2012  1978     .     .     .  1969  2007     .     .     .     .     .
34186 1    15    14    13     8     3     5     3     2     4     7    17    20    64    11    70
34186 2  1982  1999  1967  1980  1968  1978  1969  2009  1970  1980  1971  1980  1982  1978  1983
34186 3     .     .  1975     .     .     .     .     .     .     .  1977  1983     .     .     .
34579 1    13    11    11     3     3     1     1     2     2     5    11    16    48     6    49
34579 2  1968  1968  1985  1979  1982  1978  1989  1987  1971  1974  1968  1972  1968  1987  1968
34579 3  1984  1973     .  1987     .     .     .     .  1974  1984  1981  1983     .     .     .
34720 1    13    16    10    10     2     1     .     1     3     7    13    16    55    12    61
34720 2  1966  1977  1982  1980  1966  1985     .  1983  1979  1971  1994  1966  1966  1980  1966
34720 3  1971     .     .     .  1982     .     .     .     .     .     .     .     .     .     .
34740 1    14    12     8     5     3     1     2     2     2     7    13    12    38    11    49
34740 2  1971  1966  1978  1980  1980  1977  1974  1984  1978  1980  1974  1968  1980  1980  1980
34740 3     .     .     .     .     .  1980     .  2003  1979     .     .  1985     .     .     .
34866 1    14    13    11     4     2     1     .     1     5     8    14    17    57     7    61
34866 2  1966  1973  1973  1976  1982  1985     .  1967  2002  1980  1971  1967  1967  2002  1967
34866 3  1984     .     .     .  1985  2005     .  1975     .     .     .     .     .     .     .
34880 1    10    12     9     3     2     2     1     3     5     8    11    14    40     6    44
34880 2  1978  1966  1968  1966  1983  1987  1969  2010  1971  1983  1985  1967  1967  1968  1967
34880 3  1984     .     .  1980  2006     .  1980     .  2002     .     .     .     .  1971     .
34927 1     7     6     5     4     5     1     3     1     6     7     9    11    27    10    30
34927 2  1975  1968  1979  1980  1975  1967  1992  1966  1989  1967  1968  1985  1968  1989  1968
34927 3     .  1974  1985     .     .  1968     .  1968     .  1984     .     .     .     .  1974
34949 1    23    13    15     9     4     3     2     3     4    10    17    15    71    12    83
34949 2  1981  1980  1979  1979  1981  1987  1982  1996  2008  1979  2005  2007  1981  1980  1981
34949 3     .     .     .     .     .     .     .     .     .  2006     .     .     .  1981     .
35011 1     7     8    10     5     2     4     2     3     3     6    10     8    34     9    43
35011 2  1975  1983  1970  1969  1989  2003  1983  1987  2006  1987  1977  1980  1983  1983  1983
35011 3     .     .     .  1983     .     .  2003  1994     .     .     .  1982     .     .     .
36038 1    16     7     4     4     1     2     2     2     2     4     3     5    24     5    25
36038 2  1969  1969  1997  1979  1970  1987  2003  1972  1992  1989  1971  1970  1969  1976  1969
36038 3     .     .     .     .  1973     .  2007  1976  1994     .     .     .     .  1979     .
36064 1     1     1     1     4     8    12    13     3     1     1     .     .     2    23    23
36064 2  1970  1992  1994  1969  1969  1976  1972  1967  1966  1992     .     .  1992  1976  1976
36064 3     .     .     .  2006  1970     .     .     .     .     .     .     .     .     .     .
